unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 
P_HTHAB,HBEDT_OTH,FI1B	: 	: 	: 	: 	: 	: 	2.98 	2.95 	4.00 	3.98 	3.83 	3.48 	2.98 	2.61 	2.30 	2.47 	2.42 	2.09 	9.05 	9.05 	16.77 	13.92 b	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FI1C	: 	: 	: 	: 	: 	: 	0.95 	1.72 	1.72 	3.19 	3.02 	2.25 	1.47 	1.65 	1.74 	1.57 	1.40 	1.67 	4.39 	3.61 	3.61 	3.53 b	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FI1D	: 	: 	: 	: 	: 	: 	3.31 	5.15 	1.46 	0.69 	0.69 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.08 	9.07 	16.57 	6.12 	8.99 b	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FI20	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	70.13 	74.48 	75.03 	75.31 	59.57 	35.81 	: 
P_HTHAB,HBEDT_OTH,FR91	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FR92	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FR93	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FR94	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HR	: 	: 	: 	: 	: 	: 	0.00 	0.00 b	103.63 	103.86 	101.10 	90.38 	81.32 d	85.02 	85.86 	87.78 	86.30 	90.52 	101.45 	102.17 	105.38 	101.15 	99.26 	101.41 	99.25 	98.07 	92.86 	85.73 	104.40 
P_HTHAB,HBEDT_OTH,HR03	: 	: 	: 	: 	: 	: 	0.00 	0.00 b	119.13 	121.35 	116.50 	85.32 	58.28 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HR04	: 	: 	: 	: 	: 	: 	0.00 	0.00 b	95.97 	95.25 	93.52 	92.86 	92.60 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU10	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU21	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU22	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU23	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU31	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU32	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU33	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IE	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	4.54 	4.93 	6.20 	6.37 	6.49 	6.68 	6.84 	6.93 	10.43 	11.11 	11.61 	11.81 b	14.93 	15.16 	16.15 	16.27 
P_HTHAB,HBEDT_OTH,IE01	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IE02	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	6.21 	6.73 	8.46 	8.70 	8.85 	9.11 	9.31 	9.42 	14.17 	15.08 	15.77 	16.06 b	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IS	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IS00	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IT	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITC1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITC2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITC3	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITC4	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITF1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITF2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITF3	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITF4	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITF5	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITF6	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITG1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITG2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITH1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITH2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITH3	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITH4	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITH5	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,ITI1	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITI2	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,ITI3	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,ITI4	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,LI	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,LI00	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,LT	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,LT00	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
P_HTHAB,HBEDT_OTH,LU	: 	: 	: 	: 	: 	40.62 	41.61 	42.60 	43.62 b	86.26 	87.59 	87.98 	89.60 	88.41 	90.00 	91.40 	97.17 	109.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,LU00	: 	: 	: 	: 	: 	40.62 	41.61 	42.60 	43.62 b	86.26 	87.59 	87.98 	89.60 	88.41 	90.00 	91.40 	97.17 	109.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,LV	: 	: 	: 	: 	: 	: 	126.22 	126.04 	125.41 	128.54 	129.00 	127.53 	141.39 	161.02 	159.52 	159.17 	159.33 	160.49 	158.70 	160.20 	171.70 	186.14 b	209.33 	237.67 	230.63 	240.84 	218.75 	220.89 	226.47 
P_HTHAB,HBEDT_OTH,LV00	: 	: 	: 	: 	: 	: 	126.22 	126.04 	125.41 	128.54 	129.00 	127.53 	141.39 	161.02 	159.52 	159.17 	159.33 	160.49 	158.70 	160.20 	171.70 	186.14 b	209.33 	237.67 	230.63 	240.84 	218.75 	220.89 	226.47 
P_HTHAB,HBEDT_OTH,MK	: 	: 	: 	: 	: 	: 	40.67 	40.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,MK00	: 	: 	: 	: 	: 	: 	40.68 	40.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,MT	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	77.47 	78.09 	50.93 	36.91 	55.03 	42.01 	42.29 	21.47 	21.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,MT00	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	77.47 	78.09 	50.93 	36.91 	55.03 	42.01 	42.29 	21.47 	21.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NL	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 b	: 	: 	20.08 	22.56 	21.98 	22.82 b	18.55 	19.40 	19.54 	19.74 	20.00 b	21.59 	21.74 	22.09 	23.38 	24.05 	24.98 b	25.72 b	27.51 
P_HTHAB,HBEDT_OTH,NL11	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.49 e	26.39 e	24.80 e	28.50 e	28.62 e	34.05 e	32.25 e	34.05 be	34.09 be	34.17 e
P_HTHAB,HBEDT_OTH,NL12	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.24 e	18.95 e	20.72 e	22.48 e	20.98 e	21.08 e	21.19 e	22.92 be	24.66 be	26.42 e
P_HTHAB,HBEDT_OTH,NL13	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37.50 e	14.69 e	23.30 e	17.08 e	15.03 e	17.29 e	17.43 e	19.73 be	19.86 be	22.23 e
P_HTHAB,HBEDT_OTH,NL21	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.31 e	22.02 e	21.26 e	22.35 e	22.49 e	24.51 e	25.57 e	25.66 be	26.73 be	27.83 e
P_HTHAB,HBEDT_OTH,NL22	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.46 e	18.54 e	20.76 e	20.39 e	19.99 e	20.63 e	21.26 e	21.38 be	21.53 be	25.47 e
P_HTHAB,HBEDT_OTH,NL23	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.77 e	8.95 e	9.29 e	12.83 e	16.67 e	13.92 e	14.43 e	14.95 be	15.50 be	20.12 e
P_HTHAB,HBEDT_OTH,NL31	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.30 e	20.37 e	25.16 e	23.57 e	22.86 e	24.91 e	25.12 e	27.18 be	29.25 be	30.43 e
P_HTHAB,HBEDT_OTH,NL32	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.70 e	23.16 e	23.35 e	24.69 e	24.85 e	27.01 e	27.51 e	28.79 be	29.26 be	32.26 e
P_HTHAB,HBEDT_OTH,NL33	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.94 e	20.16 e	21.71 e	21.84 e	22.26 e	23.57 e	24.26 e	24.93 be	25.60 be	27.22 e
P_HTHAB,HBEDT_OTH,NL34	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.59 e	18.61 e	18.75 e	16.16 e	18.91 e	18.96 e	16.31 e	21.82 be	21.93 be	22.07 e
P_HTHAB,HBEDT_OTH,NL41	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.20 e	18.46 e	21.14 e	20.45 e	20.61 e	22.49 e	23.07 e	23.65 be	24.25 be	25.76 e
P_HTHAB,HBEDT_OTH,NL42	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.88 e	20.12 e	21.89 e	21.93 e	21.08 e	22.87 e	24.67 e	25.62 be	26.60 be	28.51 e
P_HTHAB,HBEDT_OTH,NO	: 	: 	: 	: 	: 	: 	40.20 	41.23 	40.85 	42.30 	40.98 	49.25 	52.60 	51.28 	50.79 	52.25 	58.36 	62.46 	64.25 	60.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO01	: 	: 	: 	: 	: 	: 	17.63 	17.68 	16.83 	17.12 	17.54 	19.75 	19.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO02	: 	: 	: 	: 	: 	: 	130.95 	133.38 	128.93 	134.05 	120.64 	165.33 	171.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO03	: 	: 	: 	: 	: 	: 	36.81 	36.79 	37.20 	38.21 	36.11 	46.90 	51.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO04	: 	: 	: 	: 	: 	: 	23.53 	22.07 	21.03 	22.31 	19.21 	20.35 	17.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO05	: 	: 	: 	: 	: 	: 	30.53 	29.89 	29.63 	29.74 	31.98 	36.99 	45.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO06	: 	: 	: 	: 	: 	: 	46.47 	51.41 	51.91 	53.42 	59.71 	60.36 	67.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,NO07	: 	: 	: 	: 	: 	: 	71.48 	78.22 	79.57 	83.36 	77.10 	88.02 	90.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	161.05 	156.52 	157.80 	149.00 b	77.41 	76.73 	76.78 	78.12 	69.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL11	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	42.39 	38.19 	37.37 	36.20 b	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL12	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	46.18 	51.69 	52.41 	47.26 b	1.62 	1.63 	1.63 	1.63 	1.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL21	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	217.02 	215.15 	235.24 	224.54 b	136.24 	139.51 	146.18 	155.41 	129.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL22	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	118.14 	108.98 	103.48 	105.96 b	47.60 	47.21 	51.75 	52.44 	56.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL31	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	99.25 	97.63 	103.80 	97.18 b	49.78 	49.67 	49.49 	49.63 	42.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL32	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	213.81 	210.10 	210.25 	204.68 b	142.51 	141.57 	140.70 	141.35 	120.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL33	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	240.95 	217.85 	225.00 	216.93 b	129.53 	120.24 	115.86 	116.81 	115.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL34	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	41.15 	40.49 	42.57 	39.93 b	16.33 	16.28 	16.24 	16.20 	13.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL41	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	44.80 	46.07 	46.65 	46.84 b	4.61 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL42	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	791.75 	738.62 	656.47 	616.50 b	446.96 	442.04 	438.65 	440.06 	386.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL43	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	47.40 	46.73 	53.01 	50.66 b	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL51	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	296.06 	296.70 	305.79 	283.14 b	91.48 	95.55 	84.55 	87.34 	85.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL52	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	59.51 	42.50 	53.88 	49.18 b	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL61	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	336.62 	327.21 	339.90 	328.39 b	224.08 	225.51 	220.28 	217.77 	180.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL62	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	74.59 	87.92 	108.49 	91.55 b	27.69 	27.67 	27.65 	33.10 	15.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PL63	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 b	112.03 	111.59 	122.17 	99.58 b	65.42 	60.24 	67.06 	68.13 	68.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT	: 	: 	: 	: 	: 	: 	7.91 p	2.47 	3.39 	2.60 	2.08 	3.93 	2.89 	2.89 	3.23 	2.18 	2.77 	1.54 	1.65 	1.71 	1.79 	0.93 	1.33 b	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,PT11	: 	: 	: 	: 	: 	: 	9.69 p	4.76 	4.79 	4.19 	2.36 	5.51 	4.64 	4.63 	4.62 	1.32 	2.74 	2.13 	2.32 	1.70 	1.87 	0.19 	0.30 b	: 	: 	: 	: 	: 	: 
