original_lon,original_lat,distance,formatted,lat,lon,KEY,name,housenumber,street,postcode,suburb,district,city,county,state_code,state,country,country_code,attribution,attribution_license,attribution_url
"5,085756","43,655769",2.75773416481643,"Avenue du Maréchal de Lattre de Tassigny, 13300 Salon de Provence, France",43.6558124,5.0857519,"5,08575643,655769",Avenue du Maréchal de Lattre de Tassigny,,Avenue du Maréchal de Lattre de Tassigny,13300,,,Salon de Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,215292","43,410419",1.82438982638927,"1 Avenue Du General Raoul Salan, 13700 Marignane, France",43.410403,5.215287,"5,21529243,410419",,1,Avenue Du General Raoul Salan,13700,,Marignane,Marignane,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,393331","43,324156",0.65662429823238,"9 Avenue Claude Monet, 13014 Marseille, France",43.324157,5.393323,"5,39333143,324156",,9,Avenue Claude Monet,13014,,14th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,639437","43,677531",2.99953393981822,"5 Rue Nicolas Saboly, 13200 Arles, France",43.677546,4.639468,"4,63943743,677531",,5,Rue Nicolas Saboly,13200,,Arles,Arles,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,052911","43,407903",0,"1 Chemin De Paradis, 13500 Martigues, France",43.407903,5.052911,"5,05291143,407903",,1,Chemin De Paradis,13500,,Martigues,Martigues,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,397526","43,257272",4.63126079006016,"11 Rue Jules Isaac, 13009 Marseille, France",43.257307,5.397495,"5,39752643,257272",,11,Rue Jules Isaac,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,423968","43,296743",0,"Atlantem, Impasse Maria Mauban, 13012 Marseille, France",43.296741,5.42387424408273,"5,42396843,296743",Atlantem,,Impasse Maria Mauban,13012,12th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,834441","43,798419",39.1518525701371,"1 Rue Renee De La Comble, 13210 Saint-Rémy-de-Provence, France",43.798278,4.833994,"4,83444143,798419",,1,Rue Renee De La Comble,13210,,Saint-Remy-De-Provence,Saint-Rémy-de-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,392956","43,288241",0.720309391791224,"146 Boulevard Baille, 13005 Marseille, France",43.288237,5.392949,"5,39295643,288241",,146,Boulevard Baille,13005,,5th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,211974","43,411202",0.111195079952792,"2 Avenue Du 8 Mai 1945, 13700 Marignane, France",43.411203,5.211974,"5,21197443,411202",,2,Avenue Du 8 Mai 1945,13700,,Marignane,Marignane,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,457958","43,530351",0.111195079952792,"50 Rue Docteur Aurientis, 13100 Aix-en-Provence, France",43.530352,5.457958,"5,45795843,530351",,50,Rue Docteur Aurientis,13100,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,434341","43,53594",1.3938849343828,"21 Avenue Alfred Capus, 13090 Aix-en-Provence, France",43.535952,5.434336,"5,43434143,53594",,21,Avenue Alfred Capus,13090,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,606549","43,376253",4.628342620612,"13 N 96 De Toulon À Sisteron, 13112 La Destrousse, France",43.376257,5.606492,"5,60654943,376253",,13,N 96 De Toulon À Sisteron,13112,,La Destrousse,La Destrousse,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,5173879","43,4216112",0.02274265475746,"Route de Gardanne, 13105 Mimet, France",43.4223094,5.5157247,"5,517387943,4216112",Route de Gardanne,,Route de Gardanne,13105,,,Mimet,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"6,040323","47,241874",0.03381801901088,"Les Salins de Brégille, Sentier de l'Aiguille, 25000 Besançon, France",47.24247855,6.03993458123202,"6,04032347,241874",Les Salins de Brégille,,Sentier de l'Aiguille,25000,Bregille,,Besançon,Doubs,BFC,Bourgogne-Franche-Comté,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,376382","43,296601",0,"13001 Marseille, France",43.29673495,5.37672873859876,"5,37638243,296601",,,,13001,1st Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3719361999","43,3106678",3.4911788911608,"Rue Melchior Guinot, 13003 Marseille, France",43.310698,5.371948,"5,371936199943,3106678",,,Rue Melchior Guinot,13003,,3rd Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4109296","43,2609139",0,"Hôpital Sainte-Marguerite, Boulevard de Sainte-Marguerite, 13009 Marseille, France",43.2603905,5.4098923817828,"5,410929643,2609139",Hôpital Sainte-Marguerite,,Boulevard de Sainte-Marguerite,13009,9th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3953921794","43,268362535",1.2259077529255,"Clinique Monticelli-Vélodrome, Allée Marcel Leclerc, 13008 Marseille, France",43.26819325,5.39536256732442,"5,395392179443,268362535",Clinique Monticelli-Vélodrome,,Allée Marcel Leclerc,13008,8th Arrondissement,8th Arr.,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4097065","43,329383",0.91958734792063,"Rue Raymonde Martin, 13013 Marseille, France",43.3297639,5.4097143,"5,409706543,329383",Rue Raymonde Martin,,Rue Raymonde Martin,13013,13th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4702433","43,4407754",0,"Route Blanche, 13120 Gardanne, France",43.4407754,5.4702433,"5,470243343,4407754",Route Blanche,,Route Blanche,13120,Biver,,Gardanne,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,598272","43,282536",18.8524481357014,"1450 Route Nationale 8, 13400 Aubagne en Provence, France",43.282697,5.598345,"5,59827243,282536",,1450,Route Nationale 8,13400,,Aubagne,Aubagne en Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4184808999","43,290716",4.68087359056639,"515 Rue Saint Pierre, 13012 Marseille, France",43.29075,5.418515,"5,418480899943,290716",,515,Rue Saint Pierre,13012,,10th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,385959","43,328132",5.89020157544208,"Maison de santé Sainte-Marthe, 9 Traverse du Canet, 13014 Marseille, France",43.328593,5.38590556504092,"5,38595943,328132",Maison de santé Sainte-Marthe,9,Traverse du Canet,13014,14th Arrondissement,14th Arr.,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,36472","43,381496",58.3675320967156,"32 Chemin Des Baumillons, 13015 Marseille, France",43.381024,5.365036,"5,3647243,381496",,32,Chemin Des Baumillons,13015,,15th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,406579","43,535567",5.00524583884392,"Route de Berre, 13097 Aix-en-Provence, France",43.5354978,5.4068309,"5,40657943,535567",Route de Berre,,Route de Berre,13097,Jas de Bouffan,,Aix-en-Provence,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,457949","43,531933",0.111195079952792,"34 Cours Des Arts Et Metiers, 13100 Aix-en-Provence, France",43.531934,5.457949,"5,45794943,531933",,34,Cours Des Arts Et Metiers,13100,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,46302","43,518824",21.1656564066127,"122bis Cours Gambetta, 13100 Aix-en-Provence, France",43.518646,5.462927,"5,4630243,518824",,122bis,Cours Gambetta,13100,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"4,639507","43,676779",0.924993972132994,"Clinique Jeanne d'Arc, Rue Jules Guesde, 13200 Arles, France",43.67682675,4.63980528670883,"4,63950743,676779",Clinique Jeanne d'Arc,,Rue Jules Guesde,13200,Mouleyrès,,Arles,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,598272","43,282536",18.8524481357014,"1450 Route Nationale 8, 13400 Aubagne en Provence, France",43.282697,5.598345,"5,59827243,282536",,1450,Route Nationale 8,13400,,Aubagne,Aubagne en Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,531312","43,276517",25.2937917056864,"29 Boulevard Des Farigoules, 13400 Aubagne en Provence, France",43.276738,5.531386,"5,53131243,276517",,29,Boulevard Des Farigoules,13400,,Aubagne,Aubagne en Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,545045","43,308473",0,"Clinique Saint-Michel, Chemin de la Bonne Jeanne, 13400 Aubagne, France",43.30815095,5.54469842104985,"5,54504543,308473",Clinique Saint-Michel,,Chemin de la Bonne Jeanne,13400,,,Aubagne,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,635204","43,219328",7.50578707253,"8 Chemin De Pelangari, 13600 Ceyreste, France",43.219269,5.635249,"5,63520443,219328",,8,Chemin De Pelangari,13600,,La Ciotat,Ceyreste,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,6119082","43,1805692",0,"Clinique Notre-Dame de Bon Voyage, Avenue Président Wilson, 13600 La Ciotat, France",43.1804695,5.61204857945625,"5,611908243,1805692",Clinique Notre-Dame de Bon Voyage,,Avenue Président Wilson,13600,,La Salis,La Ciotat,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,609621","43,1785",9.2721924574365,"1bis Boulevard Lamartine, 13600 La Ciotat, France",43.178417,5.609632,"5,60962143,1785",,1bis,Boulevard Lamartine,13600,,La Ciotat,La Ciotat,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,362932","43,573444",6.45855806821546,"4317 Les Fourques, 13510 Éguilles, France",43.573478,5.362997,"5,36293243,573444",,4317,Les Fourques,13510,,Eguilles,Éguilles,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,02292","43,690402",2.50399916132879,"Avenue Saint-Véredème, 13430 Eyguières, France",43.6900018,5.0225933,"5,0229243,690402",Avenue Saint-Véredème,,Avenue Saint-Véredème,13430,,Lotissement Le Mont Menu,Eyguières,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"4,991762","43,506682",5.13607483639442,"13800 Istres, France",43.5068105,4.9917479,"4,99176243,506682",,,,13800,,,Istres,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,404039","43,555188",35.4424770443424,"1367 Chemin d’Eguilles, 13090 Aix-en-Provence, France",43.554912,5.403819,"5,40403943,555188",,1367,Chemin d’Eguilles,13090,,Aix-en-Provence,Aix-en-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,215292","43,410419",1.82438982638927,"1 Avenue Du General Raoul Salan, 13700 Marignane, France",43.410403,5.215287,"5,21529243,410419",,1,Avenue Du General Raoul Salan,13700,,Marignane,Marignane,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,052906","43,401326",0.111195080742881,"9bis Rue Edouard Amavet, 13500 Martigues, France",43.401327,5.052906,"5,05290643,401326",,9bis,Rue Edouard Amavet,13500,,Martigues,Martigues,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,577433","43,384147",4.96961156092994,"Terrain de boules, Rue du Collet, 13124 Peypin, France",43.38394635,5.57738070886132,"5,57743343,384147",Terrain de boules,,Rue du Collet,13124,,Les Marquis,Peypin,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,311212","43,716649",6.77484062330145,"Clinique du Château de Florans, Rue de la Calade, 13640 La Roque-d'Anthéron, France",43.716618,5.31150495824049,"5,31121243,716649",Clinique du Château de Florans,,Rue de la Calade,13640,,Le Clos des Cerises,La Roque-d'Anthéron,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,304509","43,713772",38.855889840988,"12 Bd Du Pdt J Fitzgerald Kennedy, 13640 La Roque-d'Anthéron, France",43.713658,5.304966,"5,30450943,713772",,12,Bd Du Pdt J Fitzgerald Kennedy,13640,,La Roque-D'Antheron,La Roque-d'Anthéron,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,605409","43,342641",45.8283944247409,"170 Boulevard Seraphin Roux, 13360 Roquevaire, France",43.342964,5.605761,"5,60540943,342641",,170,Boulevard Seraphin Roux,13360,,Roquevaire,Roquevaire,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,09021","43,638311",10.4915954011295,"114 Avenue Paul Bourret, 13300 Salon-de-Provence, France",43.638218,5.090232,"5,0902143,638311",,114,Avenue Paul Bourret,13300,,Salon-De-Provence,Salon-de-Provence,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,392554","43,300449",0,"Clinique Sainte-Élisabeth, Rue Chape, 13004 Marseille, France",43.2999471,5.39309602722463,"5,39255443,300449",Clinique Sainte-Élisabeth,,Rue Chape,13004,4th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3960465999","43,2907482",0,"Hôpital de la Conception, Rue Hugueny, 13005 Marseille, France",43.29038695,5.39564932637246,"5,396046599943,2907482",Hôpital de la Conception,,Rue Hugueny,13005,5th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4005744","43,2885382",0,"Campus Santé Timone, Rue Roger Mathurin, 13010 Marseille, France",43.28808215,5.40212615584129,"5,400574443,2885382",Campus Santé Timone,,Rue Roger Mathurin,13010,10th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,380531","43,283044",5.21188223114822,"75 Rue Du Docteur Escat, 13006 Marseille, France",43.283029,5.38047,"5,38053143,283044",,75,Rue Du Docteur Escat,13006,,6th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,367284","43,28459",0,"Clinique L'Angélus, Boulevard Tellène, 13007 Marseille, France",43.2847238,5.36667023775621,"5,36728443,28459",Clinique L'Angélus,,Boulevard Tellène,13007,7th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,3819184999","43,2499433",3.69338600258709,"89 Boulevard Du Sablier, 13008 Marseille, France",43.24992,5.381951,"5,381918499943,2499433",,89,Boulevard Du Sablier,13008,,8th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,387093","43,272835",21.6325309708186,"1 Impasse Gardey, 13008 Marseille, France",43.272641,5.387113,"5,38709343,272835",,1,Impasse Gardey,13008,,8th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,38585","43,252905",1.88267139758346,"Clinique psychiatrique Mon repos, Traverse Paul, 13008 Marseille, France",43.25362845,5.38707504815708,"5,3858543,252905",Clinique psychiatrique Mon repos,,Traverse Paul,13008,8th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,427641","43,248337",0,"Hôpital privé Clairval, Boulevard du Redon, 13009 Marseille, France",43.2485379,5.42795435853978,"5,42764143,248337",Hôpital privé Clairval,,Boulevard du Redon,13009,9th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,415706","43,238337",11.3512057396561,"32 Avenue Valmont, 13009 Marseille, France",43.23826,5.415614,"5,41570643,238337",,32,Avenue Valmont,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,414325","43,261753",1.94459486793387,"Boulevard de Sainte-Marguerite, 13009 Marseille, France",43.2624107,5.4130537,"5,41432543,261753",Boulevard de Sainte-Marguerite,,Boulevard de Sainte-Marguerite,13009,9th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,405905","43,26643",33.8506517877584,"14 Avenue Edouard Detaille, 13009 Marseille, France",43.266603,5.406249,"5,40590543,26643",,14,Avenue Edouard Detaille,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,5083884","43,2809754",0.503066966875162,"Boulevard des Candoles, 13821 La Penne-sur-Huveaune, France",43.2818126,5.5083449,"5,508388443,2809754",Boulevard des Candoles,,Boulevard des Candoles,13821,,,La Penne-sur-Huveaune,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,4150571","43,2707541",0.664874001956244,"Rue Gaston Berger, 13010 Marseille, France",43.2705573,5.4158251,"5,415057143,2707541",Rue Gaston Berger,,Rue Gaston Berger,13010,10th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,507073","43,305131",15.6336824762439,"Établissement thermal de Camoins-les-Bains, 50 Route de la Treille, 13011 Marseille, France",43.30481,5.50708866530747,"5,50707343,305131",Établissement thermal de Camoins-les-Bains,50,Route de la Treille,13011,11th Arrondissement,11th Arr.,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,5012655","43,2995417",8.32197369850076,"146 Route Des Camoins, 13011 Marseille, France",43.299509,5.501358,"5,501265543,2995417",,146,Route Des Camoins,13011,,11th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,5046096","43,3014608",5.64110258655622,"Clinique Saint-Martin, Route des Camoins, 13011 Marseille, France",43.3019427,5.50529841057946,"5,504609643,3014608",Clinique Saint-Martin,,Route des Camoins,13011,11th Arrondissement,11th Arr.,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,501271","43,299505",7.05454573709142,"146 Route Des Camoins, 13011 Marseille, France",43.299509,5.501358,"5,50127143,299505",,146,Route Des Camoins,13011,,11th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,501271","43,299505",7.05454573709142,"146 Route Des Camoins, 13011 Marseille, France",43.299509,5.501358,"5,50127143,299505",,146,Route Des Camoins,13011,,11th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4115434","43,3140669",66.3750436379128,"22 Impasse Du Lido, 13012 Marseille, France",43.31347,5.411536,"5,411543443,3140669",,22,Impasse Du Lido,13012,,12th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,42091","43,25003",96.6754961968374,"182 Boulevard Du Redon, 13009 Marseille, France",43.250235,5.42207,"5,4209143,25003",,182,Boulevard Du Redon,13009,,9th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,473456","43,305551",0,"Polyclinique La Phocéanne, 143 Route des Trois Lucs à La Valentine, 13011 Marseille, France",43.30517005,5.47407315246169,"5,47345643,305551",Polyclinique La Phocéanne,143,Route des Trois Lucs à La Valentine,13011,11th Arrondissement,,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,467047","43,313399",8.83365997214785,"11 Traverse De La Salette, 13012 Marseille, France",43.313447,5.46696,"5,46704743,313399",,11,Traverse De La Salette,13012,,12th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,424765","43,331997",137.264927724152,"56 Impasse De La Chapelle, 13013 Marseille, France",43.332442,5.426348,"5,42476543,331997",,56,Impasse De La Chapelle,13013,,13th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,459855","43,317836",0,"Clinique Chantecler, 240 Avenue des Poilus, 13013 Marseille, France",43.3176329,5.45861149755765,"5,45985543,317836",Clinique Chantecler,240,Avenue des Poilus,13013,13th Arrondissement,En Co D'Aurengue,Marseille,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,437086","43,44753",2.99809823711591,"Clinique de la Chênaie, Clinique de la Chenaie, 13320 Bouc-Bel-Air, France",43.4482025,5.43655154720876,"5,43708643,44753",Clinique de la Chênaie,,Clinique de la Chenaie,13320,,Bouc-Bel-Air,Bouc-Bel-Air,Bouches-du-Rhône,PAC,Provence-Alpes-Côte d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,391586","43,275877",21.7600289665604,"17 Impasse Des Peupliers, 13008 Marseille, France",43.275703,5.391709,"5,39158643,275877",,17,Impasse Des Peupliers,13008,,8th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,431568","43,303534",0.267014666046114,"96 Avenue Des Caillols, 13012 Marseille, France",43.303533,5.431565,"5,43156843,303534",,96,Avenue Des Caillols,13012,,12th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,434575","43,662306",1.61265637200627,"3 Avenue Du Cours, 13610 Le Puy-Sainte-Réparade, France",43.662305,5.434595,"5,43457543,662306",,3,Avenue Du Cours,13610,,Le Puy-Sainte-Reparade,Le Puy-Sainte-Réparade,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,392198","43,46125",30.3827411868082,"93 Residence Le Clos Des Pins, 13320 Bouc-Bel-Air, France",43.461049,5.391943,"5,39219843,46125",,93,Residence Le Clos Des Pins,13320,,Bouc-Bel-Air,Bouc-Bel-Air,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,4797854","43,3235233",0.046473548835775,"Enco de Botte, 13190 Allauch, France",43.323523,5.479785,"5,479785443,3235233",Enco de Botte,,,13190,,Allauch,Allauch,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"5,507002","43,306516",12.6948098848668,"73 Route De La Treille, 13011 Marseille, France",43.306626,5.50696,"5,50700243,306516",,73,Route De La Treille,13011,,11th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,46862","43,313871",0.720121545180062,"29 Traverse De La Salette, 13012 Marseille, France",43.313875,5.468613,"5,4686243,313871",,29,Traverse De La Salette,13012,,12th Arr.,Marseille,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
"5,477029","43,341987",9.697486025509,"251 Chemin Des Rascous, 13190 Allauch, France",43.34202,5.476918,"5,47702943,341987",,251,Chemin Des Rascous,13190,,Allauch,Allauch,Bouches-du-Rhône,,Provence-Alpes-Cote d'Azur,France,fr,© OpenAddresses contributors,BSD-3-Clause License,
