unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
P_HTHAB,PRACT,OC2221_3221,IE	1279.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,IS	: 	1562.78 	1536.21 	1466.88 	1449.62 	1422.02 	1545.28 	1533.06 	1545.26 	1516.29 	1482.07 e	1454.22 	1529.36 	1488.91 	1399.71 	1371.71 	1397.21 	1369.18 	1363.63 	1327.20 	1314.18 	1325.72 	1340.04 	1350.50 	1310.82 	1309.70 	1310.44 	1285.99 	1275.19 	1246.47 	1250.60 	1247.52 	1207.03 	1187.23 	1176.69 	1142.77 	1109.76 	1101.41 	1070.99 	997.61 	934.33 	888.94 
P_HTHAB,PRACT,OC2221_3221,IT	625.89 ep	627.53 e	615.59 e	576.80 e	579.83 e	556.70 e	544.37 e	527.57 e	508.09 e	510.91 e	520.22 e	522.97 e	525.47 e	525.82 e	526.54 e	513.98 e	497.52 e	511.80 e	524.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,LI	888.49 	868.87 	912.80 b	836.69 	882.46 b	790.12 	794.79 	773.21 be	732.76 be	608.35 be	245.10 be	238.75 b	179.06 	194.52 	212.69 	202.65 	201.42 	188.70 	211.28 	213.69 	198.83 	199.11 b	180.01 	186.31 	166.50 	193.34 	181.96 	190.35 	199.41 	185.64 	191.72 	215.71 	180.11 	178.91 	174.19 	161.54 	141.38 	142.88 	128.56 	118.07 	124.65 	101.91 
P_HTHAB,PRACT,OC2221_3221,LT	: 	780.64 	774.09 	777.89 	770.82 	770.47 	766.29 	760.00 	754.78 	759.46 	753.51 	737.26 	735.75 	746.79 	736.70 	738.16 	729.78 	725.12 	732.46 	743.52 	757.29 	763.13 	792.51 	874.84 	882.90 	898.15 	894.00 	898.21 	884.13 	893.86 	892.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,LU	: 	: 	: 	: 	1172.49 	1171.64 	1190.83 	1196.62 	1192.76 	1192.02 	1127.24 	1105.03 b	1111.53 	: 	: 	1094.08 	1096.62 b	909.42 	893.87 b	776.38 	746.50 	738.02 	731.05 	724.98 	731.91 	716.28 	694.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,LV	: 	418.43 b	439.02 	435.46 	456.79 	463.68 	468.41 	482.45 	488.46 	486.01 	495.51 	501.25 	489.52 	555.27 	553.28 	560.82 	500.45 b	487.60 	471.64 	456.37 	451.32 	457.94 	466.01 	446.51 	471.34 	486.40 	488.24 	457.29 	513.05 	543.08 	585.12 	571.62 	552.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,MT	: 	801.62 	769.15 	778.33 	802.78 	812.33 	770.92 	785.17 	698.18 	667.81 	669.28 	648.00 	620.64 b	646.59 	586.88 	562.54 	549.98 	532.31 b	519.09 	519.49 b	374.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	407.73 	422.37 	425.85 	: 	: 	: 	: 	405.96 	378.70 	: 
P_HTHAB,PRACT,OC2221_3221,NL	: 	1107.74 	1076.98 b	1115.76 	1093.58 	1066.83 	1052.78 	1033.41 b	: 	: 	: 	: 	: 	840.35 e	830.19 e	820.38 e	819.25 e	813.18 e	799.99 e	783.33 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,NO	1837.47 	1801.29 	1788.07 	1771.41 	1766.22 	1747.76 	1731.41 b	1688.93 	1666.74 	1652.64 	1640.15 	1612.86 	1592.59 b	1558.42 	1547.48 	1533.66 	1501.07 	1458.78 	1418.31 	1373.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,PL	: 	: 	: 	: 	510.07 	515.77 	519.61 	524.02 	527.30 	: 	527.67 	527.75 	525.95 	519.15 	517.97 	509.18 	508.85 b	492.97 b	474.53 	486.24 	487.58 	495.66 	512.55 	551.24 	561.95 	557.41 	548.27 	541.14 	530.13 	530.80 	533.40 	545.17 	521.26 	512.66 	509.18 	497.87 	483.11 	466.28 	460.92 	452.72 	449.23 	441.26 
P_HTHAB,PRACT,OC2221_3221,RO	: 	772.37 	752.58 	721.44 	696.62 	665.91 	640.97 	616.10 	600.80 	580.20 	567.08 	556.92 b	600.50 	581.62 	584.47 	573.96 	555.77 	540.67 	532.04 	539.37 	512.74 	498.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,RS	639.42 	617.01 b	: 	616.59 	607.66 	598.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,SE	: 	: 	1085.07 	1088.01 	1091.51 	1095.12 	1097.33 	1096.06 	1096.59 	1093.80 	1089.90 	1086.29 	1079.24 	1078.57 	1075.07 	1063.77 	1048.26 	1028.67 	1009.73 	998.75 	977.84 	963.63 	955.66 	944.79 	925.67 	932.25 	934.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,SI	: 	1046.51 	1027.78 	1014.08 	992.31 	965.26 	878.20 	855.97 	831.72 	816.37 	833.33 	818.66 	802.58 	787.80 	775.25 	759.79 	747.57 	739.86 	735.22 	716.01 	712.53 	685.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2221_3221,UK	: 	: 	: 	777.91 	782.53 	787.93 	790.66 be	793.65 	794.04 	794.14 	820.05 b	840.51 	850.55 	866.66 	865.23 b	899.37 	914.56 	902.89 	888.66 	865.41 	835.08 	814.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,AT	29.03 	28.03 	27.60 	26.45 	25.79 	25.48 	24.75 	24.57 	24.39 	23.43 	23.18 	22.80 	22.25 	21.85 	21.52 	21.01 	20.72 	20.29 	20.58 	20.42 	19.63 	19.00 	19.43 	19.23 	18.80 	18.31 	18.13 	16.88 	16.56 	15.36 	14.88 	14.20 	14.42 	14.71 	14.72 	14.20 	14.00 	14.19 	13.96 	14.26 	14.41 	14.57 
P_HTHAB,PRACT,OC2222_3222,BE	: 	: 	73.25 	72.23 	68.76 	: 	: 	62.21 	60.14 	58.18 	55.97 	53.95 	51.61 	49.90 	48.31 	47.37 	45.69 	43.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,BG	: 	46.88 	46.86 	44.91 	45.32 	45.65 	45.61 	45.17 	45.09 	45.05 	44.50 	43.90 	44.18 	44.52 	45.07 	45.11 	45.11 	44.28 	44.45 	43.80 	43.92 	50.56 b	66.91 	70.56 	71.26 	78.50 	79.13 	79.59 	81.48 	82.21 	84.01 	86.53 	84.11 	86.30 	85.18 	86.73 	87.32 	87.68 	90.56 	89.67 	88.79 	89.12 
P_HTHAB,PRACT,OC2222_3222,CH	: 	33.97 	33.57 	32.58 	31.66 	32.04 	31.31 	29.85 	30.90 	30.72 	29.36 	28.51 b	29.88 e	28.31 e	25.98 e	24.67 e	24.36 be	: 	: 	: 	: 	28.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.31 
P_HTHAB,PRACT,OC2222_3222,CY	: 	: 	36.17 	33.45 	33.39 	31.47 	29.49 	28.27 	28.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,CZ	: 	39.71 	38.84 	38.66 	37.43 	36.95 b	40.72 	40.76 e	41.66 	42.57 	42.67 	42.36 	41.75 	41.46 	41.97 	41.27 	42.30 	42.55 b	46.81 	48.53 	47.91 	46.04 b	45.15 	44.67 	45.97 	47.09 	49.08 	48.16 	47.82 	48.85 	50.06 	51.26 	51.03 	50.32 	49.95 	49.52 	48.04 	46.74 	45.84 	44.90 	44.09 	43.58 
P_HTHAB,PRACT,OC2222_3222,DE	: 	31.26 	30.09 	28.95 	29.04 	27.93 	28.16 	28.40 	27.28 	27.35 	27.41 	25.92 	25.64 	24.36 	24.31 	23.06 	23.04 	21.81 	21.81 	20.61 	20.64 	20.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,DK	: 	: 	37.48 	36.11 	35.00 	33.99 	33.22 	32.55 	32.11 	30.46 	29.30 	29.02 	28.34 	27.14 	26.00 	25.44 	24.69 	24.13 	24.06 	24.65 	24.54 	23.45 	23.00 	22.42 	21.42 	20.44 	18.67 	19.65 	17.56 	17.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,EE	: 	36.33 	36.17 	34.49 	34.54 	33.44 	34.29 	33.60 	32.70 b	29.26 	28.70 	27.79 	29.00 	30.07 	29.84 	30.67 	29.53 b	29.80 	29.40 	30.59 	32.63 	36.29 	39.85 	39.10 	40.80 	46.13 	48.03 	48.55 	49.06 	52.90 	61.42 b	67.30 	80.86 	84.06 	84.59 	86.35 	79.74 	76.71 	76.82 	76.01 	77.24 	73.58 
P_HTHAB,PRACT,OC2222_3222,EL	: 	: 	26.62 d	26.40 d	26.11 d	25.07 d	24.05 d	24.04 d	24.43 d	24.23 d	23.77 d	22.98 d	23.64 d	23.32 d	23.29 d	22.66 d	22.82 d	23.06 d	22.00 d	21.49 d	21.80 d	20.95 d	20.43 d	: 	: 	: 	: 	: 	18.32 d	18.22 d	18.08 d	18.24 d	16.23 d	16.75 d	18.16 d	17.49 d	19.23 d	19.29 d	18.25 d	19.48 d	17.81 d	17.67 d
P_HTHAB,PRACT,OC2222_3222,FI	: 	: 	: 	42.81 	42.55 	40.82 	41.15 	41.56 	42.12 	41.69 	40.81 	40.14 	38.15 	38.17 	36.23 	35.89 	35.17 	33.89 	: 	: 	: 	28.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,FR	: 	34.88 	34.41 	34.17 	34.06 	34.02 	33.47 	32.54 	31.78 	31.02 	29.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,HR	: 	38.72 	39.88 	39.99 	39.74 	40.70 	39.40 	37.25 	37.84 	37.62 	37.19 	36.15 	36.39 	36.49 	35.82 	35.17 	35.02 	34.93 	34.28 	34.63 	34.67 	33.96 	32.97 	32.81 	31.78 	30.26 	29.52 	31.58 	33.30 	33.92 	34.14 	36.11 	39.23 	39.47 	38.10 	36.56 	36.69 	36.02 	35.79 	35.89 	33.96 	32.48 
P_HTHAB,PRACT,OC2222_3222,HU	: 	23.40 	23.50 	24.95 	25.13 b	16.59 	17.21 	16.90 	16.89 	17.30 	17.53 	17.50 	17.04 	16.46 	15.90 	19.60 	19.84 	19.44 	20.06 	20.44 	19.99 	20.61 	21.96 	22.05 	22.07 	23.43 	23.01 	26.63 	25.45 	24.90 	21.29 b	25.49 	25.35 	24.66 	25.53 	24.50 	24.12 	23.92 	26.05 	23.61 	23.78 	24.00 
P_HTHAB,PRACT,OC2222_3222,IS	: 	71.77 	79.88 	80.80 	80.08 	79.00 	83.13 	82.47 	81.54 	79.82 	87.14 e	78.61 	78.49 	78.76 	78.64 	79.00 	78.18 	76.69 	74.61 	72.34 	76.85 	73.26 	75.35 	75.53 	74.50 	: 	: 	72.93 	73.94 	76.61 	76.42 	79.27 	78.70 	75.28 	73.62 	77.72 	78.29 	78.91 	78.49 	75.26 	71.50 	67.50 
P_HTHAB,PRACT,OC2222_3222,IT	29.22 ep	29.00 e	28.89 e	27.94 e	27.59 e	27.23 e	25.72 e	25.72 e	24.88 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,LI	43.53 	38.56 	36.30 	31.38 	28.98 	26.51 	26.67 	29.53 	45.97 e	43.65 e	41.31 e	36.09 e	33.57 e	50.74 e	48.21 e	51.37 e	48.92 e	46.45 d	46.95 de	50.45 de	54.23 e	45.95 be	24.83 	25.26 	25.62 e	25.78 	25.99 	22.97 	26.59 	23.63 	23.97 	27.83 	24.72 	17.89 	21.77 	22.03 	18.60 	15.04 	15.13 	15.24 	7.79 	0.00 
P_HTHAB,PRACT,OC2222_3222,LT	: 	31.31 	32.00 	31.55 	31.93 	32.11 	31.40 	30.90 	30.50 	29.92 	29.59 	28.64 	28.55 	29.05 	29.25 	29.60 	30.64 	31.86 	33.00 	35.87 	38.75 	39.32 	41.82 	45.39 	45.98 	49.73 	50.34 	48.10 	49.53 	49.73 	53.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,LU	: 	: 	: 	: 	35.89 	36.16 	36.34 	35.05 	37.36 	36.73 	36.27 	36.30 	35.56 	34.38 	34.17 	32.58 	33.11 b	26.85 	25.24 b	23.09 	21.52 	22.23 	21.60 	20.01 	19.55 	19.31 	18.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,LV	: 	20.84 	21.01 	20.55 	20.54 	20.57 	20.13 	19.61 	19.63 	19.47 	19.66 	19.45 	20.78 	21.72 	21.77 	22.49 	20.19 b	20.86 	20.19 	20.34 	20.28 	20.36 	25.77 	33.69 	34.20 	36.22 	37.10 	37.85 	40.77 	45.10 	47.27 	55.42 	56.54 	66.63 	68.34 	70.00 	71.12 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,MT	: 	49.29 	51.78 	49.32 	48.08 	47.66 	44.49 	43.95 	41.55 	39.76 	39.64 	36.67 	36.85 b	33.22 	37.62 	32.32 	30.71 	30.90 	31.36 	31.57 	: 	: 	: 	: 	: 	: 	: 	: 	75.68 	: 	: 	: 	69.00 	71.69 	72.28 	: 	: 	71.39 	: 	69.04 	68.03 	: 
P_HTHAB,PRACT,OC2222_3222,NL	: 	24.89 	24.26 b	24.58 	23.85 	22.81 	22.02 	21.26 b	20.41 	17.24 	16.55 	16.14 	15.64 	15.22 	14.40 	14.10 	13.74 	12.93 	12.41 	11.59 	10.89 	10.37 	10.02 	9.67 	9.09 	8.78 	8.73 	8.29 	8.04 	7.88 	7.72 	7.48 	7.27 	7.09 	6.84 	6.73 	6.53 	6.45 	6.28 	6.06 	5.90 	5.83 
P_HTHAB,PRACT,OC2222_3222,NO	55.85 	55.17 	55.27 	55.33 	55.75 	56.22 	55.99 b	55.34 	54.37 	54.24 	53.54 	52.58 	52.06 b	51.24 	50.60 	49.99 	50.05 	49.78 	49.18 	48.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,PL	: 	: 	: 	: 	59.89 	60.27 	59.14 	58.88 	60.02 	: 	59.67 	59.45 	58.79 	58.35 	57.33 	55.21 	55.04 	57.72 b	55.30 	56.87 	57.11 	57.50 	58.97 	63.20 	64.24 	63.80 	63.32 	63.01 	61.76 	61.61 	62.13 	63.02 	: 	58.18 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,RO	: 	16.56 	17.18 	17.21 	17.38 	16.94 	16.85 	17.25 	17.30 	18.48 	19.24 	20.56 	20.33 	22.09 	22.65 b	23.18 	23.00 	25.06 	25.82 	28.52 	29.36 	31.10 	34.79 	39.63 	40.47 	43.64 	45.77 	46.93 	46.54 	47.43 	48.17 	50.46 	53.88 	53.35 	52.65 	53.04 	53.10 	52.90 	: 	54.49 	: 	55.87 
P_HTHAB,PRACT,OC2222_3222,RS	16.40 	15.70 b	: 	36.19 d	36.15 d	36.20 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,SE	: 	: 	76.85 	76.48 	75.45 	75.19 	75.00 	74.72 	74.91 	75.10 	74.19 	74.74 	73.89 	72.79 	72.53 	72.50 	72.15 	72.02 	70.97 	70.57 	69.89 	68.55 	68.89 	67.79 	66.11 	66.03 	65.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,SI	: 	14.65 	13.07 	11.38 	9.97 	8.76 	7.51 	6.79 	6.02 	5.64 	5.21 	4.88 	4.41 	4.21 	3.73 	3.64 	3.05 	2.30 	1.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC2222_3222,UK	: 	: 	: 	47.40 	47.79 	47.73 	48.18 b	48.55 	48.35 	48.14 	47.91 	48.09 	47.72 	48.36 	48.05 	48.11 	48.53 	48.38 	47.43 	46.49 	46.34 	45.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,AT	: 	1076.34 	1064.94 b	712.99 d	710.79 d	702.68 d	704.31 d	703.69 d	693.59 d	688.73 d	685.67 d	675.85 d	669.69 d	657.84 d	642.63 d	635.47 d	619.84 d	612.99 d	588.79 d	588.09 d	578.13 d	573.52 d	560.94 d	545.92 d	537.37 d	524.78 d	512.88 d	492.19 d	459.46 d	434.55 d	416.58 d	404.89 d	395.98 d	382.08 d	383.45 d	369.77 d	355.47 d	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,BE	: 	: 	: 	1179.22 	1191.22 	: 	: e	1120.35 e	1090.29 e	1060.54 e	1036.72 e	1011.01 e	993.98 	981.79 e	971.89 e	959.70 e	946.58 e	923.30 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,BG	: 	467.42 	484.75 	480.34 	482.79 	480.23 	483.02 	486.99 	491.82 	483.86 	474.65 	473.70 	473.51 	475.81 	472.41 	460.83 	452.93 	430.05 	425.78 	407.56 	415.61 	435.85 b	618.05 	643.94 	641.92 	689.65 	686.25 	680.91 	695.69 	670.37 	668.79 	703.74 	682.55 	678.67 	669.37 	659.82 	654.30 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,CH	: 	1871.67 	1829.48 	1791.86 	1754.39 	1734.14 	1689.11 	1645.58 	1621.80 	1588.01 	1545.87 	1492.17 b	1415.54 e	1387.66 e	1359.56 e	1333.51 e	1291.52 be	: e	: e	: e	: e	1187.40 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,CY	: 	: 	577.92 	575.59 	571.48 	557.21 	552.58 	528.91 	512.91 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,CZ	: 	905.90 	894.87 	890.85 	887.50 b	830.02 b	841.49 	834.01 e	841.00 	848.29 	846.10 	851.91 	850.96 	838.45 	844.65 	848.66 	853.51 	853.99 b	845.16 	847.71 	832.97 	806.62 b	782.92 	779.22 	781.06 	784.70 	789.77 	773.60 	774.08 	777.89 	774.51 	777.70 	774.86 	763.71 	753.18 	740.77 	722.61 	703.60 	687.15 	671.27 	653.28 	638.83 
P_HTHAB,PRACT,OC222_322,DE	: 	1237.36 	1209.49 	1180.86 	1137.23 	1114.77 	1100.55 	1100.24 	1081.27 	1046.93 	1041.42 	1022.07 	1004.86 	982.83 	965.16 	950.51 	940.95 	924.67 	915.98 	897.09 	886.46 	878.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,DK	: 	: 	1050.65 	1045.99 	1037.97 	1028.94 	1025.08 	1025.91 	1027.47 	1026.49 	1016.63 	1011.07 	1008.04 	982.39 	955.54 	980.31 	983.20 	968.60 	952.79 	968.74 	957.68 	954.34 	935.76 	939.35 	927.84 	902.88 	894.87 	892.11 	898.06 	889.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,EE	: 	674.45 	660.11 	663.63 	653.72 	643.64 	635.16 	607.67 	596.28 b	646.03 b	652.69 	640.19 	644.80 	671.53 	670.18 	661.19 	658.04 b	654.29 	643.09 	631.89 	612.56 	619.91 	639.24 	653.25 	657.65 	672.30 	692.45 	692.23 	700.74 	697.48 b	712.73 b	880.08 	897.50 	917.54 	923.64 	911.12 	899.80 	888.05 	876.82 	870.85 	839.91 	813.89 
P_HTHAB,PRACT,OC222_322,EL	: 	: 	364.73 d	362.92 d	357.05 d	350.04 d	344.89 d	347.42 d	353.68 d	358.16 d	370.74 d	368.46 d	359.52 d	350.07 d	346.03 d	347.48 d	356.53 d	352.88 d	354.34 d	352.28 d	317.03 d	295.84 d	284.82 d	: 	: 	: 	: 	: 	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d
P_HTHAB,PRACT,OC222_322,FI	: 	: 	: 	1399.41 	1369.19 	1338.32 	1334.71 	1325.57 	1302.95 	1286.82 	1258.49 	1236.80 	1239.87 	1220.29 	1179.34 	1156.61 	1119.29 	1083.51 	: 	: 	: 	1099.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,HR	: 	732.54 	725.12 	705.74 	695.79 	673.37 	622.86 	616.99 	620.83 	605.94 	595.04 	581.89 	561.99 	573.76 	553.06 	541.50 	532.83 	529.19 	519.61 	517.65 	515.88 	503.96 	481.05 	470.93 	459.35 	436.20 	417.14 	453.61 	473.08 	486.99 	464.19 	505.57 	538.11 	528.24 	518.13 	503.72 	481.45 	: 	: 	: 	: 	384.95 
P_HTHAB,PRACT,OC222_322,HU	: p	681.83 	685.88 	686.75 	676.33 b	660.14 	664.09 	658.35 	659.65 	649.75 	639.24 	638.38 	638.35 	631.94 	610.87 	639.32 	614.58 	597.24 	597.15 	588.63 	572.00 	548.27 b	559.17 	568.97 	555.43 	564.86 	558.09 	570.19 	569.20 	536.48 	507.92 b	544.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,IS	: 	1634.54 	1616.09 	1547.68 	1529.71 	1501.02 	1628.41 	1615.53 	1626.80 	1596.12 	1569.21 e	1532.82 	1607.85 	1567.67 	1478.34 	1450.71 	1475.40 	1445.87 	1438.24 	1399.54 	1391.03 	1398.98 	1415.38 	1426.04 	1385.33 	: 	: 	1358.92 	1349.13 	1323.09 	1327.02 	1326.79 	1285.73 	1262.51 	1250.31 	1220.50 	1188.05 	1180.32 	1149.48 	1072.87 	1005.83 	956.44 
P_HTHAB,PRACT,OC222_322,IT	655.11 ep	656.53 e	644.47 e	604.74 e	607.42 e	583.93 e	570.09 e	553.29 e	532.98 e	: e	: e	: e	: e	: e	: e	: e	: e	: e	: e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,LI	932.02 	907.43 	949.11 b	868.06 	911.44 b	816.63 	821.46 	802.74 be	778.73 be	652.00 be	286.41 be	274.84 be	212.64 e	245.26 e	260.90 e	254.02 e	250.34 e	235.14 d	258.23 de	264.14 de	253.06 e	245.06 be	204.84 	211.57 	192.11 e	219.12 	207.95 	213.33 	226.00 	209.27 	215.69 	243.55 	204.83 	196.80 	195.96 	183.57 	159.98 	157.92 	143.69 	133.31 	132.44 	101.91 
P_HTHAB,PRACT,OC222_322,LT	: 	811.95 	806.08 	809.45 	802.75 	802.59 	797.68 	790.90 	785.28 	789.38 	783.09 	765.90 	764.29 	775.84 	765.95 	767.76 	760.42 	756.99 	765.46 	779.39 	796.04 	802.45 	834.34 	920.23 	928.89 	947.88 	944.34 	946.31 	933.66 	943.59 	945.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,LU	: 	: 	: 	: 	1208.38 	1207.80 	1227.17 	1231.67 	1230.12 	1228.75 	1163.51 	1141.33 b	1147.09 	: 	: 	1126.66 	1129.72 b	936.27 	919.12 b	799.46 	768.02 	760.26 	752.66 	745.00 	751.46 	735.59 	712.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,LV	: 	439.26 b	460.02 	456.00 	477.33 	484.25 	488.54 	502.06 	508.09 	505.48 	515.17 	520.70 	510.30 	576.99 	575.05 	583.31 	520.64 b	508.46 	491.84 	476.72 	471.60 	478.30 	491.78 	480.20 	505.54 	522.62 	525.34 	495.13 	553.82 	588.18 	632.39 	627.04 	609.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,PRACT,OC222_322,MT	: 	850.91 	820.93 	827.64 	850.86 	859.99 	815.41 	829.12 	739.73 	707.57 	708.92 	684.67 	657.49 b	679.81 	624.50 	594.86 	580.68 	563.22 b	550.45 	551.05 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	476.73 	494.06 	498.13 	: 	: 	: 	: 	475.00 	446.73 	: 
P_HTHAB,PRACT,OC222_322,NL	: 	1132.63 	1101.24 b	1140.34 	1117.43 	1089.65 	1074.80 	1054.67 b	: 	: 	: 	: 	: 	855.57 e	844.60 e	834.48 e	832.99 e	826.11 e	812.39 e	794.92 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
