unit,wstatus,isco08,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
HAB_P,LIC,OC2222_3222,NL	: 	3829.93 	4004.82 b	3846.34 	3981.24 	4189.50 	4354.74 	4551.96 b	3755.18 	3887.46 	4037.02 	4238.62 	4455.63 	4672.04 	4890.06 	5189.24 	5504.17 	5920.65 	6240.50 	6524.82 	6828.16 	7206.11 	7638.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2222_3222,NO	1115.76 	1122.13 	1137.85 	1198.00 	1192.54 	1193.46 	1207.50 b	1207.34 	1221.65 	1213.09 	1233.34 	1248.85 	1255.85 	1266.12 	1291.24 	1308.44 	1274.34 	1298.25 	1287.69 	1294.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2222_3222,PL	: 	: 	: 	: 	1007.45 	1030.70 	1052.17 	1071.72 	1092.29 	1082.75 	1099.87 	1109.05 	1161.38 	1142.41 	1163.28 	1153.38 	1162.45 	1174.69 	1183.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2222_3222,RO	: 	: 	: 	6650.95 	6745.43 	5180.72 	5469.39 	5659.18 	5708.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2222_3222,RS	4179.77 	4834.71 	4813.05 b	1510.08 d	1598.92 d	1704.50 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC2222_3222,SE	: 	773.11 	784.05 	794.94 	806.29 	816.04 	825.54 	833.07 	843.47 	852.07 	867.94 	879.83 	892.46 	906.82 	921.26 	932.77 	944.42 	961.26 	976.48 	989.90 	1004.17 	1022.60 	1039.90 	1065.61 	1093.73 	1120.96 	1152.79 	1175.63 	1200.57 	1235.65 	1264.84 	1307.49 	1342.97 	1382.80 	1432.09 	1482.17 	1552.12 	1591.87 	1665.81 	1736.60 	1831.10 	1918.41 
HAB_P,LIC,OC2222_3222,UK	: 	: 	: 	1825.38 	1875.77 	1950.69 	2027.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,AT	: 	83.00 	86.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,BE	48.53 	49.60 	50.42 	51.14 	52.50 	54.00 	55.55 b	56.63 	58.21 	59.87 	61.25 	62.80 	63.26 	64.28 	65.35 	66.39 	67.50 	68.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,CY	: 	: 	169.57 	170.80 	172.11 	176.67 	177.30 	186.38 	191.12 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,CZ	: 	: 	: 	: 	: 	81.83 b	98.55 	95.23 	95.82 	98.13 	92.09 	95.96 	98.44 	100.20 	101.34 	102.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,DK	: 	: 	51.33 	51.97 	52.58 	53.05 	53.54 	54.07 	54.81 	55.51 	56.11 	56.87 	57.70 	58.63 	59.52 	60.39 	61.24 	62.08 	63.07 	64.12 	65.18 	66.33 	67.61 	68.98 	70.47 	71.81 	73.27 	75.03 	76.85 	78.77 	80.53 	82.58 	84.92 	87.42 	90.25 	93.16 	96.22 	99.69 	103.37 	107.04 	110.80 	114.88 
HAB_P,LIC,OC222_322,EE	: p	85.99 	87.98 	89.55 	91.19 	93.52 	95.92 	98.62 	101.56 	105.19 	108.59 	111.81 	114.68 	117.67 	120.88 	124.92 	129.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,ES	: 	145.73 	149.12 	152.06 	155.40 	159.58 	163.76 	169.61 	175.56 	176.82 	174.21 	177.16 	181.50 	183.80 	186.13 	187.29 	188.97 	190.35 	191.09 	194.18 	195.88 	198.39 	204.66 	208.85 	220.24 	225.32 	230.78 	235.47 	234.44 	237.48 	241.60 	245.22 	247.01 	254.00 	260.11 	261.66 	268.07 	268.91 	272.95 	277.49 	289.62 	299.18 
HAB_P,LIC,OC222_322,FI	: 	44.80 	45.48 	46.46 	47.29 	48.12 	48.77 	49.71 	50.27 	50.72 	51.16 	51.56 	52.05 	52.70 	53.38 	54.09 	54.51 	55.23 	55.82 	56.56 	57.75 	58.97 	60.67 	62.91 	65.64 	68.75 	72.19 	75.95 b	84.56 	89.09 	93.72 	97.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,HR	: 	90.08 	92.81 	95.66 	99.43 	100.33 	106.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,HU	: p	75.96 	77.36 	79.03 	80.64 	82.47 	84.63 	87.60 	91.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,IE	54.17 d	54.70 d	56.21 d	: d	58.92 d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,IS	: 	32.28 	32.56 	32.58 	32.49 	32.52 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,IT	124.52 	125.13 	126.93 	127.87 	130.11 	133.74 	135.55 	138.69 	139.11 	141.16 	144.32 	151.17 	151.55 	154.47 	157.76 	158.60 	165.13 	166.58 	168.81 	170.83 	172.75 	174.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,LI	69.99 ep	71.12 ep	68.86 be	72.71 e	70.30 be	75.13 e	74.69 e	79.42 be	80.75 be	89.62 be	132.53 be	133.91 be	470.28 e	398.57 e	375.13 e	385.02 e	390.48 e	425.27 d	387.26 de	378.58 de	395.17 e	408.06 be	488.19 	472.65 	520.53 e	456.37 	480.88 	468.76 	442.49 	477.85 	463.63 	410.60 	488.22 	508.14 	510.31 	544.75 	625.07 	633.24 	695.95 	750.14 	755.07 	981.23 
HAB_P,LIC,OC222_322,LT	103.82 p	101.82 	102.77 	102.99 	100.74 	99.08 b	97.56 	99.30 	100.65 	103.92 	107.73 b	: 	: 	: 	: 	103.90 	108.10 	114.54 	122.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,LU	: 	: 	: 	: 	39.99 	40.93 	40.73 	41.07 	42.60 	43.52 	45.46 	46.26 	47.63 	46.51 	48.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,LV	: 	143.03 	145.79 	147.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,NL	: 	84.06 	87.75 b	80.42 	83.10 	86.21 	88.57 	91.53 b	61.93 	62.73 	63.82 	65.08 	66.15 	67.14 	68.28 	69.46 	70.78 	72.20 	73.74 	75.51 	77.32 	79.00 	80.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,NO	34.32 	35.05 	35.67 	36.90 	37.07 	37.66 	38.13 b	38.65 	39.24 	39.74 	40.25 	40.50 	40.79 	41.53 	42.55 	43.84 	44.36 	45.67 	46.58 	47.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,PL	: 	: 	: 	: 	115.23 	116.73 	118.14 	119.56 	120.84 	118.76 	120.04 	120.11 	122.44 	123.59 	124.77 	123.73 	124.46 	126.72 	128.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,RO	: 	: 	: e	123.71 	125.31 	126.61 	147.33 	152.52 	157.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,RS	89.63 	99.10 	105.96 b	107.93 d	115.07 d	129.71 bd	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_322,SE	: 	46.24 	46.69 	47.03 	47.32 	47.52 	47.79 	48.16 	48.54 	48.98 	49.54 	50.22 	50.84 	51.47 	52.24 	53.10 	54.19 	55.49 	56.63 	57.76 	58.86 	60.00 	61.21 	62.60 	64.07 	65.62 	66.86 	67.48 	69.15 	71.01 	73.12 	75.06 	77.02 	78.97 	81.32 	84.85 	89.85 	93.10 	95.85 	99.12 	105.98 	112.14 
HAB_P,LIC,OC222_322,UK	: 	: 	: 	96.45 	96.73 	95.89 	95.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,AT	: 	84.68 	87.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,BE	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,CY	: 	: 	172.49 	173.77 	175.56 	180.45 	181.79 	192.27 	198.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,CZ	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,DK	: 	: 	51.33 	51.97 	52.58 	53.05 	53.54 	54.07 	54.81 	55.51 	56.11 	56.87 	57.70 	58.63 	59.52 	60.39 	61.24 	62.08 	63.07 	64.12 	65.18 	66.33 	67.61 	68.98 	70.47 	71.81 	73.27 	75.03 	76.85 	78.77 	80.53 	82.58 	84.92 	87.42 	90.25 	93.16 	96.22 	99.69 	103.37 	107.04 	110.80 	114.88 
HAB_P,LIC,OC222_3222,EE	: p	85.99 	87.98 	89.55 	91.19 	93.52 	95.92 	98.62 	101.56 	105.19 	108.59 	111.81 	114.68 	117.67 	120.88 	124.92 	129.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,ES	: 	145.73 	149.12 	152.06 	155.40 	159.58 	163.76 	169.61 	175.56 	176.82 	174.21 	177.16 	181.50 	183.80 	186.13 	187.29 	188.97 	190.35 	191.09 	194.18 	195.88 	198.39 	204.66 	208.85 	220.24 	225.32 	230.78 	235.47 	234.44 	237.48 	241.60 	245.22 	247.01 	254.00 	260.11 	261.66 	268.07 	268.91 	272.95 	277.49 	289.62 	299.18 
HAB_P,LIC,OC222_3222,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,HU	: p	94.03 	95.92 	98.22 	100.88 	105.75 	106.89 	110.53 	113.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,IE	54.17 d	54.70 d	56.21 d	: d	58.92 d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,IS	: 	58.60 	59.25 	59.75 	59.90 	59.95 b	60.15 	61.05 	61.94 	63.16 	63.96 	65.31 	67.35 	68.69 	71.81 	73.22 	73.80 	74.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,IT	124.52 	125.13 	126.93 	127.87 	130.11 	133.74 	135.55 	138.69 	139.11 	141.16 	144.32 	151.17 	151.55 	154.47 	157.76 	158.60 	165.13 	166.58 	168.81 	170.83 	172.75 	174.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,LI	116.58 ep	118.60 ep	113.42 be	121.80 e	123.25 be	127.85 e	125.82 e	137.95 be	140.62 be	164.38 be	302.60 be	310.53 be	503.40 e	412.47 e	396.20 e	402.72 e	408.85 e	459.29 d	415.59 de	415.98 de	467.52 e	544.08 be	716.01 	659.74 	694.03 e	775.83 	750.63 	743.16 	771.51 	846.49 	789.43 	684.33 	809.04 	755.34 	672.11 	592.12 	726.43 	718.81 	826.44 	846.94 	916.88 	1159.64 
HAB_P,LIC,OC222_3222,LT	103.82 p	101.82 	102.77 	102.99 	100.74 	99.08 b	97.56 	99.30 	100.65 	103.92 	107.73 b	: 	: 	: 	: 	103.90 	108.10 	114.54 	122.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,LU	: 	: 	: 	: 	39.99 	40.93 	40.73 	41.07 	42.60 	43.52 	45.46 	46.26 	47.63 	46.51 	48.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,NL	: 	: 	: b	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,NO	34.32 	35.05 	35.67 	36.90 	37.07 	37.66 	38.13 b	38.65 	39.24 	39.74 	40.25 	40.50 	40.79 	41.53 	42.55 	43.84 	44.36 	45.67 	46.58 	47.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,PL	: 	: 	: 	: 	115.23 	116.73 	118.14 	119.56 	120.84 	118.76 	120.04 	120.11 	122.44 	123.59 	124.77 	123.73 	124.46 	126.72 	128.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,RO	: 	: 	: e	1091.22 	1064.03 	1050.34 	1131.48 	1242.37 	1329.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,RS	628.05 	688.95 	739.56 b	582.13 d	633.02 d	707.10 bd	: d	: d	: d	: d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC222_3222,SE	: 	46.24 	46.69 	47.03 	47.32 	47.52 	47.79 	48.16 	48.54 	48.98 	49.54 	50.22 	50.84 	51.47 	52.24 	53.10 	54.19 	55.49 	56.63 	57.76 	58.86 	60.00 	61.21 	62.60 	64.07 	65.62 	66.86 	67.48 	69.15 	71.01 	73.12 	75.06 	77.02 	78.97 	81.32 	84.85 	89.85 	93.10 	95.85 	99.12 	105.98 	112.14 
HAB_P,LIC,OC3221,AT	: 	4166.76 	8933.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC3221,CY	: 	: 	10022.18 	10000.78 	8770.60 	8431.29 	7183.59 	6089.31 	5421.00 	4908.78 	3921.11 	3413.36 	3131.92 	3060.82 	2375.00 	2221.79 b	3949.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC3221,HU	366.59 p	395.25 	399.74 	404.58 	401.77 	374.54 	406.43 	422.29 	460.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC3221,IS	: 	71.86 	72.27 	71.66 	70.98 	71.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC3221,LI	175.13 p	177.63 p	175.28 b	180.41 	163.63 b	182.20 	183.79 	187.17 be	189.66 be	197.08 be	235.79 be	235.43 b	7148.30 	11824.17 	7052.40 	8759.13 	8688.13 	5741.17 	5679.75 	4211.75 	2553.38 	1632.23 	1534.31 	1666.71 	2082.10 	1108.32 	1338.09 	1269.56 	1037.55 	1097.30 	1123.42 	1026.50 	1231.15 	1552.64 	2119.73 	6809.38 	4479.67 	5319.20 	4407.67 	6563.75 	4278.75 	6378.00 
HAB_P,LIC,OC3221,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC3221,RO	: 	133.07 	138.74 	139.53 	142.03 	143.96 	169.38 	173.86 	178.63 	181.93 	182.92 	184.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,LIC,OC3221,RS	104.55 	115.75 	123.68 	132.49 	140.64 	158.84 b	119.47 d	125.29 d	128.45 d	131.07 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,AT	: 	93.49 	94.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,CY	: 	: 	184.09 	184.73 	186.73 	191.58 	192.30 	203.56 	209.87 	214.80 	212.35 	219.37 	223.52 	227.02 	225.62 	236.38 	251.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,DE	: 	71.32 	72.63 	74.02 	74.33 	75.83 	76.99 	77.57 	79.06 	81.57 	81.91 	83.35 	84.61 	87.07 	88.84 	89.93 	91.23 	92.51 	93.68 	96.14 	97.11 	98.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,DK	: 	: 	86.86 	87.31 	88.35 	88.93 	89.51 	89.89 	90.67 	91.47 	92.03 	92.19 	92.53 	93.87 	94.22 	94.81 	95.17 	96.46 	97.72 	96.98 	98.30 	99.30 	100.63 	101.59 	102.80 	104.69 	105.98 	106.93 	106.70 	108.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,ES	: 	158.48 	164.06 	164.36 	167.88 	174.32 	181.40 	185.45 	185.54 	182.37 	183.95 	187.06 	193.45 	197.62 	206.67 	213.62 	218.19 	219.66 	220.34 	231.85 	243.40 	265.61 	279.17 	285.07 	283.96 	291.31 	: 	: 	: 	: 	: 	348.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,FI	: 	: 	: 	: 	: 	: 	: 	89.23 	89.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,FR	: 	88.16 	90.35 	92.87 	95.46 	97.91 	100.74 	103.90 	106.82 	109.87 	114.75 	118.31 	122.08 	126.46 	130.88 b	128.55 	131.67 	135.50 	139.16 	142.84 	146.22 	150.19 	154.93 	160.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,FX	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	182.60 	184.90 	186.25 	186.89 	183.72 	186.17 	188.77 	221.62 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,IE	68.09 bd	: 	75.10 de	77.63 de	82.21 bde	86.50 de	81.00 de	82.11 de	79.65 de	77.01 de	77.27 de	74.36 de	77.36 bde	73.78 de	73.35 bde	79.74 de	81.89 de	81.08 de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,IS	: 	101.09 	104.30 	111.80 	115.23 	122.38 	107.06 	107.98 	107.03 	110.25 	115.38 	119.88 	118.58 	116.31 	114.17 	118.34 	116.55 	115.67 	117.03 	122.77 	122.57 	125.71 	125.17 	124.28 	130.66 	131.05 	131.43 	136.28 	137.86 	140.43 	141.96 	142.12 	146.84 	145.37 	143.86 	146.76 	154.25 	157.68 	162.98 	171.20 	185.20 	196.67 
HAB_P,PACT,OC2221,IT	: 	151.43 	149.72 	147.91 	149.00 	152.89 	163.72 	162.49 	162.92 	156.13 	154.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,LI	128.89 p	130.54 p	124.00 b	133.26 	134.62 b	139.69 	137.34 	148.99 be	156.05 be	185.13 be	378.25 be	383.21 b	605.79 	537.46 	503.74 	522.93 	526.55 	583.85 	516.34 	526.47 	626.30 	725.43 b	870.82 	791.69 	844.09 	969.78 	932.61 	896.16 	970.61 	1058.11 	973.63 	845.35 	1011.30 	873.36 	787.33 	680.94 	839.94 	805.94 	944.50 	972.41 	987.40 	1159.64 
HAB_P,PACT,OC2221,LT	: 	127.59 	128.66 	128.01 	129.13 	129.28 	130.02 	131.06 	131.88 	131.07 	132.02 	134.94 	135.27 	133.39 	135.44 	135.13 	136.49 	137.62 	136.08 	134.08 	131.29 	130.80 	125.97 	114.12 	113.10 	111.15 	111.72 	111.20 	112.90 	111.76 	112.01 	100.91 	100.63 	104.36 	104.93 	108.59 	110.94 	111.49 	114.46 	118.50 	125.11 	: 
HAB_P,PACT,OC2221,LU	: 	: 	: 	: 	83.47 	83.47 	81.98 	81.42 	81.54 	81.42 	85.71 	87.11 	86.59 	90.07 	92.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,PACT,OC2221,ME	: 	199.26 	203.88 	204.69 	209.62 	213.92 	215.28 	211.86 b	198.60 	217.53 	208.85 	202.82 	191.06 	191.95 	196.58 	199.70 	199.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
