unit,facility,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
P_HTHAB,HBEDT_CUR,IS	: 	227.42 	234.18 	251.02 	261.45 	262.08 	264.21 	267.48 	270.64 	267.39 	294.62 	299.22 	308.75 	334.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,IT	: 	259.75 	258.54 	262.47 	262.05 	263.60 	265.42 	274.57 	284.49 	292.64 	303.27 	308.46 	318.45 	329.45 	340.93 	347.88 	349.11 	366.55 	391.85 	410.69 	421.67 b	474.18 	534.72 	566.62 	631.84 	605.20 	633.97 	647.49 	663.34 	657.51 	700.26 	689.42 	729.08 	756.35 	773.60 	806.87 	825.79 	858.52 	882.69 	905.97 	932.65 	956.95 	974.41 	1000.85 	1024.09 	1042.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LI	: 	101.13 	101.97 	239.71 	159.08 	160.03 	163.77 	164.94 	171.87 	173.50 	177.67 	156.68 	155.05 	158.81 	162.69 	161.14 	159.67 	167.26 	163.23 	168.71 	168.48 	170.70 	173.68 	176.10 	174.01 	172.21 	170.66 	166.17 	162.01 	157.49 	146.13 	148.32 	150.28 	152.41 	154.20 	156.26 	157.92 	158.81 	159.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LT	: 	519.55 	530.46 	543.66 	559.23 	586.21 d	613.94 d	622.07 d	627.89 d	625.34 d	613.18 d	615.79 d	616.00 d	617.28 d	615.52 d	627.47 d	650.86 d	674.89 d	696.99 d	726.86 d	762.47 d	776.88 d	797.47 d	871.69 d	968.70 d	998.70 d	1021.56 d	1088.09 d	1105.97 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LU	: 	329.35 	370.26 	377.47 	389.92 	403.09 	412.89 	422.56 b	395.71 	406.10 	413.85 	421.47 	432.21 	440.01 	446.86 	454.04 	502.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,LV	: 	308.75 	321.61 	329.88 	340.95 	338.81 	338.45 	350.43 	355.99 	357.77 	354.37 	450.12 	527.67 	530.56 	533.37 	539.13 	545.84 	552.02 	552.25 	578.01 	611.65 b	645.69 	670.20 	695.23 	735.51 	832.05 	916.00 	940.51 	978.57 	1018.95 	997.16 	997.05 	1202.97 	1215.65 	1208.90 	1158.06 	: 	: 	: 	: 	1183.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,ME	: 	346.93 	352.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,MK	: 	299.03 	289.76 	286.19 	297.95 	297.99 	299.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,MT	: 	311.87 	319.01 	317.52 	324.80 	314.57 	311.35 b	253.54 	249.27 	241.67 	269.96 	272.02 	278.71 	270.95 	284.97 	279.57 	299.30 	339.70 	348.77 	352.90 	375.06 	381.70 	384.88 	386.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,NL	: 	261.69 	274.09 	277.78 	289.98 	297.60 	238.83 	246.32 	252.77 b	257.15 	260.80 b	263.56 	267.43 	273.43 	283.00 b	286.85 	291.34 	291.69 	296.35 	300.86 b	314.85 	327.21 	333.01 	335.64 	336.71 	342.63 	350.21 b	366.98 	374.85 	378.27 	385.71 	410.74 	419.17 	423.72 	430.24 	435.15 	439.73 	446.07 	449.21 	467.73 	473.91 	480.72 	485.18 	490.40 	494.58 	498.80 	506.22 	512.16 	513.53 	559.50 	554.96 	559.09 	550.68 	554.05 	547.52 	531.12 	507.13 	504.76 	503.99 	506.07 	504.93 
P_HTHAB,HBEDT_CUR,NO	: 	310.50 	313.37 	319.98 	328.82 	335.99 	343.24 	345.01 	354.96 	378.51 	381.16 	399.69 	412.23 	435.62 	450.41 	457.75 	462.07 	434.65 	438.77 b	381.66 	379.70 	388.71 	391.54 	394.61 	396.91 	401.63 	408.36 	411.71 	420.70 	434.52 	466.87 	495.71 	540.28 	574.77 	586.61 	596.65 	: 	: 	: 	: 	727.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,PL	: 	435.37 	473.46 	485.14 	491.76 	491.27 	495.48 	494.43 	495.74 b	495.35 	498.35 b	439.47 	441.12 b	461.58 	465.22 	468.87 	478.58 	486.23 b	489.33 	506.72 	515.13 	532.78 	552.80 	563.79 	573.29 	576.14 	580.91 	584.08 	620.56 	630.12 	632.81 	606.36 	612.95 	566.73 	564.66 	565.96 	: 	: 	: 	: 	557.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	512.37 	514.20 	510.18 	507.15 	504.19 	491.05 	486.63 	480.24 	473.00 	465.08 	455.53 
P_HTHAB,HBEDT_CUR,PT	: 	332.68 	329.27 	324.72 	325.00 	323.26 e	325.17 	331.62 	334.05 	330.21 	329.01 	330.25 	332.69 	335.93 	341.44 	348.67 	353.09 	352.52 	351.15 	358.98 	366.19 	369.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,RO	: 	533.30 	528.50 	525.33 	516.56 	503.17 	500.01 	495.03 	489.09 	471.74 	485.27 	515.91 b	450.47 	447.69 	456.10 	455.77 	442.97 	451.62 	527.92 	548.15 	537.58 	519.61 b	524.69 	524.60 	545.15 	555.34 	561.43 	572.65 	590.57 	701.39 	696.66 	699.96 	702.08 	702.52 	709.07 	708.31 	: 	: 	: 	: 	703.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,RS	: 	470.58 	467.71 	464.12 	461.55 	462.34 	456.33 	453.27 	450.81 	450.59 	447.83 	444.86 	441.96 	446.61 	464.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,SE	: 	190.45 	196.29 	203.60 	215.34 	226.25 	234.76 	239.69 	245.75 b	247.63 	249.56 	252.01 	255.05 	259.97 	261.32 	266.47 	272.74 	274.51 	282.67 	293.11 b	310.31 	319.16 	323.39 	339.90 	364.77 	399.01 	432.40 	464.80 	502.80 	544.28 	583.44 	609.39 	630.20 	652.11 	680.09 	713.68 	760.73 	777.57 	787.09 	811.69 	833.24 	851.14 	883.61 	896.61 	912.88 	929.65 	948.40 	963.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,SI	: 	413.24 	413.43 	420.35 	418.88 	421.51 d	423.86 	425.20 	428.31 	434.47 	433.37 	437.08 	452.43 	446.55 	454.99 	461.19 	458.69 	474.91 	488.59 	498.68 	522.54 	534.88 	542.23 	547.49 	548.92 	555.36 	559.35 	561.07 	574.71 	582.72 	586.14 	587.87 	595.68 	604.34 	614.25 	624.57 	: 	: 	: 	: 	673.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,SK	: 	485.36 	481.04 	490.73 	487.83 	487.50 	491.67 	491.61 	502.59 	513.28 	540.41 	546.30 	554.32 	559.96 	554.62 	567.38 b	552.56 	580.16 	610.55 	618.05 	640.41 	657.73 	661.92 	675.91 	693.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,TR	: 	283.98 	281.31 	278.15 	270.98 	265.42 	265.46 	262.59 	263.47 	259.66 	271.39 	259.55 	255.48 	251.28 	249.22 	247.44 	244.22 	245.21 	246.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,AT	: 	59.84 	60.56 	62.26 	63.33 	64.32 	56.69 	52.11 	48.47 	48.01 	43.61 	43.92 	42.18 	44.10 	40.54 	39.17 	41.69 	43.39 	45.74 	44.17 	44.81 	40.59 	40.34 	40.76 	41.64 	42.73 	43.03 	48.36 	49.04 	49.41 	50.47 	51.50 	52.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,BE	: 	9.14 	10.20 	10.24 	10.23 	10.28 	9.98 	15.69 	15.84 	15.94 	16.48 	17.10 	16.58 	17.42 	17.99 	17.88 	18.22 	19.47 	20.18 	19.67 	17.87 	17.78 	18.16 	17.38 	18.98 	19.07 	19.53 	47.42 	47.61 	49.17 	53.39 	59.17 	62.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,BG	: 	34.89 	35.36 	35.57 	34.53 	21.26 	22.41 	23.33 	21.19 	21.32 	23.12 	23.55 	25.23 	25.72 	25.96 	24.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,CH	: 	15.50 	15.83 	12.71 	14.10 	14.65 	14.92 	17.28 	18.43 	17.83 	22.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,CZ	: 	196.05 	195.87 	195.78 	195.60 	194.35 	191.83 	192.28 	192.79 	193.97 	196.56 	155.12 	153.47 	154.04 	157.21 	159.38 	159.41 	154.13 	147.71 	145.43 	143.62 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,DK	: 	4.42 	4.32 	4.30 	4.22 	4.33 	4.13 	4.15 	3.72 	3.73 	3.32 	2.43 	2.22 	1.85 	1.20 	0.76 	0.41 	0.41 	0.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,EE	: 	90.14 	89.18 	90.94 	90.74 	90.47 	94.73 	86.87 b	131.47 	116.39 	116.94 	110.15 	111.29 	100.55 	95.63 	91.38 	79.92 	71.20 	69.53 	64.98 	59.27 	61.57 	59.16 	53.59 	50.86 	51.09 	67.49 b	23.16 	23.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,EL	: 	50.62 	53.18 	57.47 	59.52 	60.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,ES	: 	43.30 	44.00 	43.93 	45.98 	46.00 	48.30 	49.70 	51.18 	52.23 	53.35 	58.93 	59.88 	61.01 	64.72 	64.91 	68.26 	69.45 	70.65 	69.73 	71.30 	72.01 	71.71 	73.47 	75.06 b	30.06 	29.14 	31.56 	32.23 	28.16 	21.77 	18.29 	17.28 	15.45 	15.87 	12.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,FI	: 	65.74 	68.57 	40.81 	95.92 	119.57 	136.70 	164.66 	192.91 	208.68 	234.61 	270.94 	292.45 	302.76 	319.35 	318.77 	319.27 	331.15 	340.48 	348.94 	350.64 b	265.80 	272.46 	276.51 	282.85 	287.42 	282.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,FR	: 	46.02 	46.41 	47.12 	47.06 	47.54 	47.71 	48.27 	49.74 	50.22 	53.33 	74.36 	96.32 	106.32 	108.14 	114.92 	122.81 	128.85 	133.24 	138.12 	138.93 	139.06 	143.21 	144.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,HR	: 	98.40 	97.75 	100.54 	98.70 	97.01 	86.94 	86.12 	95.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,HU	: 	117.94 	119.22 	122.11 	122.07 	123.90 	122.27 	121.58 	115.68 	113.26 	114.05 	111.89 	111.75 	112.22 b	77.95 	74.97 	72.60 	72.08 	71.96 	72.77 	74.98 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,IE	: 	15.30 	15.12 	15.21 	14.91 	13.61 	12.60 	14.97 	14.68 	16.66 	19.47 	20.55 b	149.86 	158.02 	158.93 	167.60 	178.42 	172.22 	174.82 	176.76 	182.59 	190.37 	194.40 	198.76 	189.75 	192.08 	191.73 	191.51 	206.55 	207.32 	208.23 	214.15 	213.88 	210.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,IS	: 	34.39 	35.44 	38.44 	33.69 	30.83 	32.68 	34.59 	34.61 	42.00 	44.02 	50.55 	55.45 	52.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,IT	: 	14.07 	13.93 	14.08 	14.38 	15.06 	15.27 	15.91 	16.97 	17.68 	18.83 	18.59 	18.94 	18.79 	17.71 	17.33 	16.88 	16.38 	16.52 	17.47 	17.77 	18.49 	20.27 	21.51 	22.99 	21.47 	22.92 	21.87 	22.35 	22.02 	22.64 	15.87 	20.39 	21.34 	22.10 	24.64 	25.11 	26.89 	28.84 	30.68 	28.23 	27.82 	26.97 	24.83 	20.46 	18.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LI	: 	44.08 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	40.92 	41.31 	38.87 	39.17 b	84.57 	82.24 	79.92 	109.34 	113.22 	108.57 	115.75 	114.48 	119.47 	124.14 	132.63 	137.68 	141.78 	146.22 	150.97 	159.53 	168.76 	178.03 	201.80 	204.83 	207.53 	210.48 	212.94 	215.79 	218.08 	219.31 	220.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LT	: 	54.61 	52.36 	53.14 	52.26 	53.46 d	54.46 d	53.89 d	59.21 d	62.12 d	58.37 d	60.39 d	61.13 d	60.81 d	60.64 d	60.26 d	63.84 d	71.56 d	81.03 d	85.14 d	89.93 d	84.10 d	78.27 d	81.79 d	85.77 d	88.75 d	90.32 d	90.26 d	93.43 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LU	: 	10.81 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LV	: 	73.62 	66.37 	62.92 	63.74 	64.32 	60.64 	64.05 	66.46 	67.00 	64.36 	48.56 	47.81 	53.67 	55.85 	58.25 	54.22 	52.10 	52.59 	55.07 	54.40 b	48.32 	53.32 	54.05 	67.15 	68.21 	68.63 	56.18 	64.61 	84.09 	86.18 	86.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,ME	: 	38.74 	38.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,MK	: 	81.28 	74.61 	83.01 	84.58 	83.47 	83.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,MT	: 	18.85 	26.00 	39.10 	46.34 	46.06 	47.17 b	2.35 	2.38 	2.40 	0.00 	0.00 	248.67 	301.19 	281.27 	273.88 	285.35 	260.67 	260.37 	260.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,NL	: 	35.64 	36.14 	39.21 	39.69 	40.14 	42.10 	45.23 	45.36 b	44.93 	53.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,NO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,PL	: 	2.67 	2.59 	1.72 	1.23 	1.33 	1.43 	1.91 	3.56 b	5.20 	4.93 b	5.04 	7.01 b	36.81 	37.27 	39.02 	41.51 	40.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,RO	: 	104.91 	102.34 	99.61 	104.34 	115.21 	111.16 	114.46 	117.69 	110.33 	102.33 	103.68 b	90.06 	92.47 	103.39 	107.17 b	154.82 	146.54 	155.49 	152.46 	150.19 	148.96 b	117.80 	124.03 	122.03 	120.21 	119.16 	124.37 	105.33 	102.49 	100.13 	98.02 	95.95 	95.44 	86.90 	86.81 	: 	: 	: 	: 	73.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,RS	: 	10.48 	10.83 	10.80 	9.95 	9.19 d	8.88 d	9.07 d	8.68 d	8.45 d	7.38 d	8.02 d	7.56 d	4.89 d	2.25 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,SE	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	523.26 	537.05 	564.18 	581.27 	596.80 	611.67 	617.09 	592.56 	584.85 	573.50 	549.41 	539.79 	521.80 	501.61 	488.64 	478.27 	459.55 	453.14 	428.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,SI	: 	14.84 	14.13 	14.13 	14.53 	14.59 d	14.55 	14.66 	10.69 	11.54 	7.18 	6.47 	4.90 	4.48 	4.43 	4.65 	3.86 	3.51 	2.76 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,SK	: 	75.03 	73.95 	76.21 	75.04 	72.48 	72.08 	74.20 	72.86 	76.30 	89.90 	91.08 	89.94 	98.67 	101.49 	94.33 b	120.15 	124.61 	126.73 	131.09 	129.12 	121.87 	125.94 	122.40 	123.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,AT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
