unit,facility,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
P_HTHAB,HBEDT,CY	: 	311.47 	318.25 	329.60 	342.67 	341.53 	341.58 	340.86 	346.09 	351.17 	356.62 	376.22 	378.45 	380.12 	380.31 	384.81 	: 	: 	: 	: 	452.29 	: 	: 	: 	: 	506.71 	: 	522.29 	545.04 	569.82 	587.17 	601.23 	606.82 	606.79 	618.35 	608.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,CZ	: 	658.04 	661.82 	662.74 	666.45 	666.72 	667.63 b	670.16 	693.02 	706.32 	729.52 	714.36 	721.49 	733.11 	744.66 	757.10 	764.96 	773.25 	776.48 	776.72 	779.96 b	773.55 	793.38 	803.90 	826.41 	850.02 	: 	: 	: 	: 	994.93 	: 	: 	: 	: 	1010.85 	: 	: 	: 	: 	1008.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,DE	: 	791.48 	798.35 	800.23 	806.26 	813.31 	822.82 	827.77 	833.62 	837.84 	832.56 	823.95 	821.36 	823.91 	829.71 	846.74 	857.78 	874.41 	887.30 	900.95 	911.64 	919.44 	929.46 	937.77 	956.64 	968.14 	971.10 	966.39 	988.41 	1012.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,DK	: 	259.29 	261.17 	260.83 	259.62 	253.01 	268.88 b	307.06 	: 	312.95 b	349.79 	349.37 	357.05 	369.12 	379.11 	385.69 	397.11 	413.33 	428.58 	421.81 	429.38 	438.80 	454.02 	464.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,EE	: 	453.01 	453.49 	460.61 	468.62 	482.13 	489.53 	490.29 b	552.58 	535.92 	527.39 	536.97 	563.16 	548.15 	555.09 	538.24 	564.38 	573.20 	597.96 	659.89 	703.52 	745.05 	758.14 	771.26 	790.06 	834.87 	856.13 	962.23 	968.18 	1128.92 	1155.32 	1193.08 	1200.72 	1209.17 	1219.98 	1219.60 	1222.49 	1230.49 	1235.97 	1236.84 	1218.51 	1170.72 	1131.02 	1106.74 	1105.19 	1091.40 	1089.43 	1094.99 	1090.11 	1094.81 	1083.03 	1077.50 	1087.35 	1087.23 	1076.73 	1072.56 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,EL	: 	418.01 	419.77 	420.91 	420.13 	424.60 	423.78 	424.16 	444.54 	447.48 	448.04 	492.52 	484.32 	487.74 	487.29 	477.92 	473.49 	473.66 	474.97 	481.27 	476.60 	477.66 	489.67 	492.19 	495.68 	494.47 	492.61 	498.49 	494.49 	497.07 	503.38 	509.92 	513.97 	517.42 	530.38 	547.98 	576.82 	583.92 	602.05 	615.81 	622.94 	629.15 	625.60 	635.09 	637.50 	646.67 	634.73 	628.49 	629.55 	636.75 	621.34 	612.50 	609.33 	600.79 	599.49 	588.55 	568.28 	587.13 	582.93 	580.84 	578.98 
P_HTHAB,HBEDT,ES	: 	294.60 	297.15 	297.43 	296.59 	297.92 	296.63 	296.34 	299.09 	304.63 	311.21 	315.58 	319.74 	324.67 	329.39 	334.14 	339.87 	343.50 	352.64 	358.30 	365.02 	370.53 	372.94 	377.82 	384.64 	389.30 	398.07 	403.81 	412.53 	422.03 	426.83 	434.00 	438.71 	442.43 	445.41 	455.97 	: 	: 	: 	: 	536.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	466.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,EU27_2020	: 	531.97 	538.18 	541.21 	545.14 	549.02 	551.89 	556.81 	563.01 e	567.62 	573.83 	582.14 	590.53 	595.55 	603.68 	612.26 	619.81 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,EU28	: 	: 	500.78 	504.11 	508.19 	512.20 	516.41 	521.19 	527.37 e	532.45 	538.78 	550.47 	558.81 	564.02 	573.16 	583.01 	591.36 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,FI	: 	334.59 	361.18 	328.09 	397.34 	435.33 	453.01 	487.21 	529.83 	552.14 	585.38 	625.23 	656.83 	673.30 	698.65 	705.29 	709.94 	724.32 	735.15 	746.24 	753.97 b	760.53 	777.24 	789.64 	811.60 	812.15 	819.42 	825.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,FR	: 	583.79 	590.85 	598.02 	605.88 	613.46 	619.68 	627.18 	633.94 	635.99 	642.88 	666.11 	690.27 	706.00 	711.11 	722.49 	739.04 	754.56 	771.25 	782.70 	797.01 	820.12 	845.61 	872.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,HR	: 	566.48 	561.25 	553.97 	549.25 	556.30 	590.62 	586.04 	588.63 	595.08 	577.96 	552.82 	563.27 	564.65 	561.95 	561.73 	569.81 	578.95 	585.00 	618.96 	613.09 	598.44 	602.08 	605.79 	609.91 	594.43 	606.83 	630.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,HU	: 	690.75 	695.07 	701.90 	700.15 	699.41 	698.43 	703.73 	700.07 	719.65 	718.18 	714.38 	710.51 	718.59 b	797.72 	791.45 	788.77 	789.53 	791.05 	791.80 	815.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,IE	: 	288.04 	297.39 	297.02 	295.94 	292.01 	257.40 	256.00 	254.20 	262.18 	272.67 	282.51 b	485.33 	509.69 	525.77 	545.95 	564.12 	567.19 	578.14 	586.05 	613.22 	624.44 	639.26 	655.70 	676.89 	697.40 	706.14 	723.33 	761.46 	794.80 	802.48 	823.27 	841.03 	913.38 b	792.22 	820.50 	838.12 	859.20 	882.38 	898.75 	903.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,IS	: 	279.84 	287.48 	306.35 	313.32 	311.96 	316.14 	322.15 	324.59 	329.14 	358.44 	369.86 	390.97 	411.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,IT	: 	316.28 	314.05 	318.07 	317.21 	319.55 	321.09 	331.17 	342.16 	351.73 	364.35 	369.34 	379.10 	390.64 	399.30 	404.31 	402.03 	417.99 	444.12 	461.37 	470.73 	492.67 	554.99 	588.14 	654.83 	626.68 	656.89 	669.37 	685.69 	679.53 	722.90 	705.29 	749.47 	777.69 	795.70 	831.51 	850.90 	885.42 	911.52 	936.65 	960.88 	984.76 	1001.38 	1025.68 	1044.55 	1060.77 	1059.04 	1053.39 	1057.65 	1058.38 	1056.29 	1046.61 	1019.68 	998.62 	981.75 	965.43 	955.12 	946.96 	928.30 	910.14 	897.49 
P_HTHAB,HBEDT,LI	: 	145.22 	101.97 	239.71 	159.08 	160.03 	163.77 	164.94 	212.79 	214.81 	216.54 	195.85 b	239.62 	241.05 	242.60 	270.48 	272.88 	275.83 	278.98 	283.18 	287.95 	294.84 	306.31 	313.79 	315.79 	318.43 	321.63 	325.70 	330.78 	335.51 	347.92 	353.15 	357.81 	362.89 	367.14 	372.05 	376.00 	378.13 	380.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,LT	: 	634.65 	643.40 	655.78 	669.16 	696.61 	726.38 	731.25 	744.57 	743.40 	716.43 	718.29 	717.83 	719.00 	716.35 	728.36 	756.60 	785.40 	810.09 	833.32 	883.32 	895.29 	906.79 	959.91 	1059.83 	1094.02 	1117.35 	1183.51 	1204.53 	1246.53 	1248.70 	1265.93 	1280.83 	1279.60 	1276.50 	1277.60 	1254.48 	1236.23 	1229.04 	1220.09 	1206.64 	1176.63 	1156.38 	1140.97 	1131.99 	1116.71 	1082.81 	1068.60 	1057.06 	1043.40 	1030.99 	1009.87 	983.16 	959.30 	929.34 	894.01 	872.17 	850.65 	826.30 	806.79 	782.42 
P_HTHAB,HBEDT,LU	: 	426.45 	450.70 	466.18 	480.58 	493.33 	505.29 	517.15 	515.31 	527.83 	536.74 	546.62 	556.84 	566.88 	565.13 	578.51 	639.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,LV	: 	542.32 	549.35 	556.67 	571.97 	569.45 	565.71 	579.98 	588.50 	588.00 	568.28 	673.96 	776.50 	783.20 	784.68 	790.42 	791.43 	795.43 	786.69 	827.88 	877.41 b	903.33 	961.20 	979.92 	1043.50 	1119.01 	1205.52 	1223.15 	1268.62 	1342.95 	1343.71 	1348.02 	1409.49 	1423.90 	1419.29 	1363.77 	: 	: 	: 	: 	1389.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1192.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,ME	: 	385.67 	391.31 	386.10 	393.06 	393.15 	393.37 	388.92 	397.36 	397.69 	398.11 	394.29 	392.96 	404.99 	421.26 	425.27 	427.86 	428.55 	426.43 	433.78 	432.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,MK	: 	426.30 	421.63 	428.01 	437.11 	438.79 	439.57 	444.62 	440.36 	450.76 	459.07 	447.80 	454.64 	456.36 	462.69 	469.79 	477.19 	480.71 	481.01 	493.64 	505.74 	510.28 	514.71 	515.71 	520.35 	541.87 	554.70 	541.51 	547.92 	583.50 	590.81 	558.57 	526.03 	524.94 	534.04 	538.09 	530.41 	526.90 	532.62 	517.97 	519.21 	524.16 	517.03 	526.64 	530.64 	544.03 	546.15 	539.77 	548.63 	543.99 	545.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,MT	: 	410.27 	430.84 	448.51 	467.11 	458.60 	458.86 	477.50 	470.68 	438.18 b	452.10 	483.18 b	738.92 	784.81 	756.96 	744.61 	745.64 	742.88 	748.29 	756.69 b	547.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,NL	: 	307.84 	321.44 	327.68 	341.10 	348.98 	354.55 	369.25 	377.86 b	397.46 	411.97 	421.11 	424.96 	429.16 	439.62 b	443.88 	449.55 	449.28 	468.77 	474.80 b	492.12 	514.34 	521.28 	529.78 	532.52 	538.50 b	549.36 b	569.15 	578.64 	585.15 	594.81 	606.45 	619.42 	627.87 	633.95 	639.78 	646.67 	656.80 	662.03 	685.64 	691.42 	701.30 	710.24 	718.76 	725.34 	738.41 	751.88 	765.74 	774.85 	767.51 	760.37 	765.65 	758.07 	764.39 	762.67 	749.91 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,NO	: 	346.96 	352.74 	359.98 	368.27 	376.19 	384.47 	385.86 	397.26 	419.50 	430.41 	452.29 	463.51 	486.41 	502.65 	516.10 	524.53 	498.90 	499.37 b	381.66 	379.70 	388.71 	391.54 	394.61 	396.91 	401.63 	408.36 	411.71 	420.70 	434.52 	466.87 	495.71 	540.28 	574.77 	586.61 	596.65 	: 	: 	: 	: 	727.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,PL	: 	617.45 	653.69 	662.38 	664.04 	663.47 	662.70 	660.84 	662.98 b	662.79 	660.98 	666.54 	661.95 b	642.38 	647.20 	652.06 	666.81 	667.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,PT	: 	350.60 	344.32 	339.34 	339.33 	336.84 e	331.91 	339.27 	340.61 	337.21 	337.14 	337.19 	339.10 	343.55 	347.88 	355.81 	358.91 	358.16 	356.65 	364.86 	370.90 	374.46 b	385.62 	392.92 	398.44 	391.87 	392.52 	395.50 	400.65 	401.72 	405.69 	407.01 	402.30 	402.27 	395.39 	395.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,RO	: 	705.75 	696.83 	689.21 	683.99 	679.12 	671.15 	667.31 	659.60 	631.03 	628.49 	662.01 	656.92 	653.87 	674.13 	677.30 	673.72 	674.36 	766.40 	783.40 	769.31 	757.44 b	730.99 	737.83 	755.80 	764.01 	769.46 	786.71 	786.00 	899.36 	892.18 	893.33 	894.07 	894.67 	894.14 	893.71 	888.95 	883.67 	881.15 	877.49 	877.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	702.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,RS	: 	568.97 	564.25 	560.86 	559.03 	558.02 	552.48 	549.91 	544.11 	542.93 	539.89 	535.47 	533.73 	534.63 	554.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,SE	: 	207.10 	213.33 	221.19 	233.89 	243.94 	253.79 	259.30 	265.67 b	270.04 	272.61 	276.31 	280.51 	286.35 	288.78 	293.24 	301.19 	305.10 	312.89 	327.36 b	358.03 	369.78 	375.48 	394.36 	431.39 	479.88 	518.60 	607.80 	666.56 b	1185.42 	1244.14 	1292.27 	1328.68 	1369.76 	1418.36 	1460.02 	1489.35 	1496.50 	1499.04 	1548.39 	1514.50 	1520.46 	1545.11 	1523.64 	1535.46 	1548.06 	1563.16 	1563.66 	1553.59 	1534.08 	1532.10 	1524.22 	1486.83 	1474.83 	1495.11 	1495.13 	1487.54 	1460.54 	1460.39 	1454.12 	1417.65 
P_HTHAB,HBEDT,SI	: 	443.21 	442.79 	449.77 	448.71 	451.41 	453.74 	455.20 	454.46 	462.43 	457.24 	460.32 	474.25 	468.28 	476.71 	483.19 	479.92 	495.81 	508.74 	516.35 	540.24 	552.64 	559.99 	565.62 	567.02 	573.45 	577.70 	579.39 	592.99 	600.97 	604.61 	606.36 	614.18 	622.88 	633.02 	643.58 	: 	: 	: 	: 	693.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,SK	: 	576.11 	569.62 	582.05 	578.40 	574.73 	578.52 	580.34 	591.08 	605.05 	646.40 	654.39 	659.05 	678.17 	673.45 	678.81 	691.12 	724.65 	757.20 	766.87 	785.59 	795.31 	804.15 	814.50 	831.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,TR	: 	287.61 	284.88 	281.23 	274.69 	268.03 	267.99 	265.31 	266.14 	262.05 	273.77 	261.85 	257.82 	253.71 	251.59 	249.83 	246.61 	247.72 	249.19 	: 	: 	231.34 	228.46 	226.31 	222.41 	220.29 	222.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT,UK	: 	: 	249.54 	253.70 	257.48 	261.06 	272.94 	275.68 	280.75 	287.66 	292.88 b	326.49 	333.26 	338.85 	354.19 	372.31 	385.74 	394.84 	397.85 	403.66 	407.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,AT	: 	531.25 	538.92 	548.73 	558.75 	569.00 	581.60 	590.79 	602.79 	613.05 	618.71 	625.65 	631.97 	640.43 	639.52 	644.57 	650.71 	656.73 	667.66 	675.24 	684.87 	694.62 	707.34 	721.44 	729.50 	741.31 	749.91 	753.05 	766.35 	787.15 	809.78 	828.10 	843.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,BE	: 	500.04 	496.70 	500.45 	512.07 	519.16 	524.37 	524.39 	530.11 	538.33 	544.69 	548.74 	559.38 	561.43 	569.50 b	579.11 	584.32 	589.61 	591.89 	602.78 	619.53 	626.49 	632.50 	644.36 	650.33 	658.57 	666.43 	679.31 	686.06 	691.50 	697.72 	694.73 	695.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	474.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,BG	: 	641.18 	624.48 	616.82 	603.13 	600.95 	593.18 	572.94 	559.59 	546.45 	557.37 	564.84 	554.38 	542.72 	527.24 	548.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,CH	: 	358.65 	360.66 	366.33 	366.62 	372.14 	376.18 	382.00 	390.63 	394.82 	409.16 b	426.64 	434.79 	448.30 	453.96 	470.60 	483.39 	492.60 	503.61 	511.39 	530.72 	563.83 	561.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,CY	: 	311.47 	318.25 	329.60 	342.67 	341.53 	341.58 	340.86 	346.09 	351.17 	356.62 	376.22 	378.45 	380.12 	380.31 	384.81 	196.43 	200.19 	204.47 	202.84 	452.29 	222.37 	225.76 	233.91 	261.29 	506.71 	266.44 	522.29 	545.04 	569.82 	587.17 	601.23 	606.82 	606.79 	618.35 	608.31 	361.34 	373.25 	374.24 	378.69 	402.32 	390.23 	383.27 	378.26 	376.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,CZ	: 	404.08 	407.97 	410.89 	414.27 	416.21 	418.49 	421.76 	445.86 	459.09 	479.93 	500.67 	510.17 	520.95 	527.73 	536.54 	543.37 	558.35 	569.12 	572.54 	578.25 b	584.67 	609.97 	631.16 	655.85 	686.45 	: 	: 	: 	: 	810.19 	: 	: 	: 	: 	817.41 	: 	: 	: 	: 	811.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,DE	: 	594.91 	600.91 	601.50 	605.62 	611.30 	618.26 	620.83 	623.52 	625.39 	620.58 	614.56 	613.03 	616.23 	620.04 	635.17 	643.91 	656.58 	663.47 	671.14 	680.75 	688.51 	696.71 	707.54 	724.83 	745.76 	759.07 	774.63 	802.48 	831.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,DK	: 	248.97 	253.95 	253.62 	252.46 	245.66 	261.82 b	300.40 	: 	306.70 b	343.55 	343.92 	350.75 	360.36 	372.10 	380.28 	393.26 	410.05 	425.73 	418.98 	426.04 	437.30 	453.64 	464.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,EE	: 	331.83 	331.78 	337.79 	344.28 	356.47 	359.22 	367.91 	385.05 	383.14 	375.67 	390.03 	412.09 	406.66 	418.99 	405.90 	438.52 	458.59 	479.86 	547.14 	599.93 b	577.45 	584.21 	594.63 	612.46 	663.22 	657.02 	755.02 	761.93 	908.91 	918.51 	940.36 	942.38 	957.92 	968.06 	967.76 	: 	: 	: 	: 	962.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,EL	: 	363.54 	363.47 	360.28 	357.00 	360.40 b	349.69 	352.24 	365.64 	367.23 	365.64 	411.71 	400.95 	400.45 	398.94 	390.30 	383.10 	384.96 	381.79 	387.20 	378.26 	379.61 	384.05 	386.80 	390.06 	385.31 	391.27 	388.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,ES	: 	247.54 	249.38 	249.58 	246.93 	248.05 	244.59 	242.95 	244.32 	248.61 	254.23 	252.70 	255.92 	259.76 	260.90 	265.27 	267.53 	269.91 	277.85 	284.06 	289.33 	293.92 	296.39 	299.54 	304.82 b	299.73 	307.83 	310.28 	316.32 	326.13 	334.22 	339.39 	343.79 	346.02 	343.86 	351.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,EU27_2020	: 	387.42 	393.24 	396.26 	399.10 	401.82 	402.46 	406.00 	410.65 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,FI	: 	260.74 	284.05 	279.53 	293.61 	305.35 	308.58 	311.95 	325.07 	330.24 	337.81 	341.31 	349.78 	357.08 	364.49 	372.31 	378.26 	381.35 	383.23 	386.62 	393.09 b	248.73 	259.07 	274.70 	298.76 	299.09 	306.21 	311.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	484.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,FR	: 	300.33 	304.13 	309.01 	314.75 	320.83 	326.64 	333.88 	339.30 	342.90 	346.17 	349.36 	351.64 	358.26 	362.38 	368.51 	373.94 	380.82 	390.39 	395.29 	406.20 	417.45 	430.69 	446.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,HR	: 	354.32 	350.46 	350.50 	348.26 	358.13 	400.70 	396.29 	389.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,HU	: 	420.68 	423.47 	427.09 	427.94 	425.51 	427.71 	430.02 	428.78 	446.45 	445.03 	443.75 	443.13 	447.15 b	594.35 	594.04 	593.09 	595.98 	597.96 	601.19 	619.21 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,IE	: 	269.15 	278.59 	278.09 	277.52 	275.01 	241.34 	238.01 	236.65 	242.70 	250.36 	259.18 b	252.72 	262.15 	269.46 	276.42 	277.97 	279.84 	280.65 	274.40 	279.09 	280.65 	283.58 	288.52 b	302.57 	305.36 	303.25 	304.12 	313.14 	321.80 	317.70 	314.58 	312.40 	344.37 b	393.14 	410.76 	408.30 	422.29 	421.14 	421.63 	423.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
