isco08,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
OTH_HOSP,HC,EL	: 	: 	25288.00 	23568.00 	22253.00 	20638.00 	19693.00 	20070.00 	22328.00 	24016.00 	26300.00 	27485.00 	29611.00 	29029.00 	29196.00 	29988.00 	30078.00 	30404.00 	30941.00 	30364.00 	29674.00 	29313.00 	29751.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,ES	: 	150767.00 p	142262.00 	139887.00 	136367.00 	132338.00 	132218.00 	131404.00 	129629.00 	130542.00 	135070.00 	137822.00 	135541.00 	135353.00 	133088.00 	127487.00 	124194.00 	121884.00 	118470.00 	116668.00 	113739.00 	113070.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,FI	: 	: 	: 	17165.00 	17187.00 	16625.00 	16131.00 	18118.00 	19002.00 	19583.00 	20015.00 	19919.00 b	21505.00 	21737.00 	21532.00 	21968.00 	21882.00 	22345.00 	: 	: 	: 	28823.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,FR	: 	: 	444755.00 	443702.00 	442131.00 	440456.00 	440888.00 	442986.00 	445524.00 b	450296.00 	446278.00 b	480473.00 	473249.00 b	429994.00 	431643.00 	435511.00 	434034.00 	433845.00 	426671.00 	417585.00 	404887.00 	395841.00 	409451.00 	408943.00 	407014.00 	415793.00 	409605.00 	405286.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,HR	: 	12390.00 	12423.00 	12134.00 	12038.00 	12029.00 	12215.00 	12412.00 	12478.00 	13303.00 	13542.00 	13366.00 	13643.00 	14041.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,HU	: 	22622.00 	22517.00 	23163.00 	23047.00 	23785.00 	23514.00 	23457.00 	24437.00 	24594.00 	25775.00 	24144.00 	21499.00 	22983.00 	22196.00 	28750.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,IE	18624.00 	18265.00 	16914.00 	16548.00 	16073.00 	15535.00 	15179.00 	14378.00 	14289.00 	14459.00 	14845.00 	15953.00 	16332.00 	16758.00 	16726.00 	16432.00 	15976.00 	15417.00 	17397.00 	14627.00 	13899.00 	13135.00 	12119.00 	11406.00 	10769.00 	10355.00 	10293.00 	10104.00 	9697.00 	9341.00 	9120.00 	8891.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,IS	: 	2655.00 	2618.00 	2592.00 	2441.00 	2275.00 	2159.00 	2090.00 	2068.00 	2082.00 	2043.00 	2046.00 	2193.00 	2448.00 	2462.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,IT	: 	165495.00 	160781.00 	159469.00 	161666.00 	163745.00 	164741.00 	166219.00 	170434.00 	170773.00 	176278.00 	178864.00 	180798.00 	180574.00 	181674.00 	180410.00 	186353.00 	187039.00 	191791.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,LI	103.00 	99.00 	89.00 	61.00 	89.00 	71.00 	70.00 	68.00 	56.00 	43.00 	43.00 	46.00 	45.00 	43.00 	49.00 	46.00 	47.00 	42.00 	40.00 	36.00 	38.00 	37.00 	37.00 	34.00 	36.00 	37.00 	36.00 	31.00 	31.00 	34.00 	33.00 	32.00 	31.00 	23.00 	23.00 	23.00 	19.00 	19.00 	16.00 	16.00 	14.00 	7.00 
OTH_HOSP,HC,LT	: 	6139.00 b	10767.00 	11006.00 	11239.00 	11259.00 	11473.00 	11607.00 	11515.00 	11858.00 	11944.00 	11560.00 	11972.00 	12485.00 	12150.00 	12396.00 	12694.00 	13575.00 	14182.00 	14772.00 	13948.00 	15288.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,LV	: 	7596.00 	7649.00 	7855.00 b	6892.00 	6685.00 	6498.00 	6884.00 	6613.00 	6746.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,ME	: 	1164.00 	1139.00 	1138.00 	1045.00 	1018.00 	1062.00 	1108.00 	1113.00 	1063.00 	1066.00 	1038.00 	1061.00 	1054.00 	1062.00 	1056.00 	1046.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,MK	: 	3991.00 	4073.00 	: 	4592.00 	4624.00 	3629.00 	3138.00 	3132.00 	3215.00 	3437.00 	3279.00 	3285.00 	3305.00 	3443.00 	3709.00 	3383.00 	2541.00 b	2695.00 	3012.00 	2650.00 	2653.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,MT	: 	2799.00 	2856.00 	2656.00 	2807.00 	2744.00 	2410.00 	2219.00 	1799.00 	1777.00 	1687.00 	1712.00 	1622.00 	: 	1487.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	108232.00 e	103111.00 e	93436.00 e	101558.00 be	98611.00 e	92806.00 e	93928.00 e	88478.00 be	107200.00 e	110213.00 e	105988.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,NO	27989.00 	26197.00 	26104.00 	26284.00 	25437.00 	25698.00 	24794.00 b	25051.00 	25013.00 	25329.00 	26286.00 	26662.00 	27165.00 b	28386.00 	29545.00 	29499.00 	33233.00 	33414.00 b	33866.00 	34625.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,PT	: 	25868.00 	24969.00 	24224.00 	23414.00 	22846.00 	22346.00 	21887.00 	22903.00 	25234.00 	24857.00 e	25388.00 	24916.00 	26296.00 	25772.00 	26447.00 	27327.00 	26102.00 	27771.00 	25547.00 	25366.00 	26161.00 	26262.00 b	45668.00 	46854.00 	41878.00 	39967.00 	39183.00 	36823.00 	39213.00 	38354.00 	37595.00 	36344.00 	34682.00 	33604.00 	32524.00 	31500.00 	: 	: 	: 	: 	: 
OTH_HOSP,HC,RO	: 	25684.00 	27229.00 	26968.00 	27131.00 	25244.00 	25198.00 	23788.00 	23697.00 	23875.00 	24220.00 	26511.00 	28344.00 	23370.00 	22984.00 b	25171.00 	24186.00 	26193.00 	26620.00 	28635.00 	28695.00 	27709.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,RS	15769.00 	15238.00 b	: 	14130.00 	14665.00 	15107.00 	16207.00 	16588.00 	16850.00 	17356.00 	17184.00 	17280.00 	16957.00 	17661.00 	16352.00 	16139.00 	17262.00 	18666.00 	18360.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,SI	: 	8402.00 e	8258.00 e	8272.00 e	5538.00 e	5005.00 e	6777.00 	6138.00 	6078.00 	6280.00 b	5887.00 	5905.00 	5952.00 	5913.00 	5860.00 	5892.00 	5800.00 	5589.00 	5496.00 	5473.00 	5426.00 	5500.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,TR	: 	363479.00 	329215.00 	333999.00 b	312595.00 	295845.00 	300066.00 	287960.00 	272474.00 b	190009.00 	189456.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC,UK	: 	: 	281176.56 e	275936.06 e	265090.64 e	261828.50 e	256519.95 e	253891.59 e	252250.21 e	253969.93 e	265319.79 e	283457.58 e	286268.68 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,AL	: 	: 	: 	: 	: 	: 	: 	: 	141.76 	: 	143.47 	150.26 	138.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,BE	: 	: 	: 	614.11 	634.89 	648.52 	643.92 	639.27 	621.86 e	630.30 e	617.33 e	634.02 e	606.11 e	593.71 e	577.82 e	588.18 e	603.66 	596.46 	584.39 	570.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,BG	: 	377.04 	358.64 	353.79 	352.11 	350.40 	345.40 	341.30 b	329.55 	318.52 	311.64 	313.21 	316.45 	307.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,CH	: 	803.28 	781.13 	780.32 	771.44 	759.34 	747.84 	729.57 	716.36 	700.98 	699.65 	685.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,CY	: 	: 	29.14 	29.42 	30.25 	31.82 	32.09 	31.20 	31.21 	30.67 	32.20 	31.95 	31.19 	34.20 	32.20 	28.76 	27.62 	22.12 	22.00 	22.12 	22.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,CZ	: 	289.92 	277.83 	271.74 	262.63 	259.30 b	255.28 	247.33 e	248.53 	251.91 	255.20 	263.64 	264.86 	265.11 	265.46 	272.12 	280.89 	284.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,DE	: 	382.39 	380.30 	388.39 	419.81 	427.45 	427.24 	432.19 	436.48 	447.62 	437.25 	438.21 	432.22 	431.13 	425.45 	435.80 	436.53 	444.76 	468.90 	489.77 	486.95 	490.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,DK	430.37 	391.59 	384.15 	376.41 	362.46 	363.44 b	436.99 	445.68 	437.10 	428.43 	421.81 	428.92 	426.59 	409.47 	379.70 	390.18 	381.87 	389.93 	401.83 	408.73 	401.45 	587.18 	610.13 	633.29 	650.77 	702.86 	730.94 	745.50 	745.53 	797.80 	830.63 	873.34 	848.50 	885.39 	937.64 	992.36 	1021.86 	1047.12 	1191.07 	1265.52 	1225.91 	1124.00 
OTH_HOSP,HC_HTHAB,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	340.21 b	328.38 	339.02 	343.20 	397.51 	423.89 	411.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,EL	: 	: 	235.86 	219.59 	206.91 	191.52 	181.99 	184.26 	203.63 	217.44 	236.83 	247.14 	266.60 	262.05 	264.25 	272.11 	273.75 	277.53 	283.13 	278.52 	273.19 	271.27 	276.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,ES	: 	318.32 p	301.82 	298.92 	292.68 	284.70 	284.68 	282.71 	278.05 	279.10 	288.96 	295.90 	292.35 	294.54 	294.27 	287.15 	284.50 	283.97 	280.82 	281.59 	278.43 	278.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,FI	: 	: 	: 	311.21 	312.02 	302.53 	294.39 	331.74 	349.37 	361.71 	371.45 	371.39 b	402.80 	409.10 	407.13 	417.15 	417.11 	427.40 	: 	: 	: 	556.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,FR	: 	: 	661.36 	661.24 	660.71 	660.12 	662.51 	668.03 	676.23 b	688.12 	685.23 b	741.26 	733.67 b	669.99 	676.28 	686.52 	688.93 	693.79 	687.31 	677.41 	661.56 	651.46 	678.44 	681.04 	680.28 	697.35 	689.35 	684.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,HR	: 	306.13 	305.44 	296.61 	291.49 	288.30 	290.28 	293.01 	293.29 	311.61 	316.19 	311.10 	316.81 	325.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,HU	: 	232.02 	230.44 	236.95 	235.46 	242.36 	238.89 	237.74 	247.01 	247.91 	258.82 	241.44 	214.50 	228.96 	220.73 	285.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,IE	371.97 	366.35 	342.78 	339.98 	334.34 	326.69 	322.82 	308.69 	309.03 	314.36 	324.12 	349.83 	360.10 	373.27 	380.23 	384.45 	384.05 	378.77 	435.30 	372.00 	359.50 	345.19 	322.76 	307.22 	293.10 	284.67 	285.22 	281.42 	271.15 	262.50 	258.05 	253.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,IS	: 	724.49 	726.09 	734.86 	710.83 	678.22 	652.63 	638.39 	638.74 	649.17 	640.41 	643.31 	688.54 	771.23 	790.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,IT	: 	278.38 	269.18 	265.12 	267.05 	270.08 	271.27 	273.44 	282.95 	286.82 	296.87 	301.74 	305.94 	306.96 	310.88 	310.28 	321.47 	324.24 	334.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,LI	263.73 	254.49 	230.79 	159.49 	234.44 	188.25 	186.70 	182.56 	151.42 	117.31 	118.42 	127.70 	125.90 	121.22 	138.96 	131.29 	135.24 	121.93 	117.38 	106.84 	114.48 	113.34 	114.83 	107.37 	115.27 	119.23 	116.97 	101.74 	103.03 	114.76 	112.98 	111.34 	109.48 	82.30 	83.46 	84.44 	70.69 	71.44 	60.50 	60.94 	54.53 	27.44 
OTH_HOSP,HC_HTHAB,LT	: 	219.65 b	385.34 	392.86 	397.36 	392.54 	394.95 	395.82 	389.32 	396.88 	394.44 	373.23 	378.51 	390.37 	376.01 	379.09 	382.06 	401.98 	415.26 	429.04 	401.86 	436.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,LV	: 	399.70 	399.67 	407.59 b	354.85 	341.15 	328.59 	345.27 	328.57 	331.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,ME	: 	187.35 	183.11 	182.88 	167.91 	163.59 	170.70 	178.19 	179.17 	171.29 	171.91 	167.57 	171.66 	171.01 	172.66 	172.02 	170.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,MK	: 	192.57 	196.13 	: 	221.35 	223.11 	175.29 	151.78 	151.74 	155.99 	166.96 	159.56 	160.19 	161.46 	168.48 	181.79 	166.09 	125.02 b	132.97 	148.29 	130.23 	130.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,MT	: 	543.15 	566.60 	548.05 	599.79 	602.61 	541.51 	510.63 	422.33 	423.07 	405.27 	413.02 	393.23 	: 	365.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	654.75 e	626.98 e	570.37 e	621.30 be	604.24 e	570.00 e	578.90 e	547.89 be	668.07 e	692.05 e	670.30 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,NO	519.14 	486.98 	488.12 	494.81 	482.04 	490.93 	477.85 b	487.64 	492.42 	504.71 	530.70 	545.32 	562.57 b	595.32 	627.40 	632.93 	718.82 	727.67 b	741.89 	762.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,PT	: 	251.22 	242.74 	235.55 	227.31 	221.26 	215.74 	210.43 	219.01 	239.98 	235.44 e	240.12 	235.76 	249.06 	244.45 	251.34 	260.17 	248.97 	265.53 	245.18 	244.78 	254.24 	257.02 b	449.48 	463.49 	416.12 	398.63 	392.16 	369.54 	394.00 	385.07 	376.58 	363.26 	346.14 	335.03 	324.18 	314.26 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,RO	: 	133.37 	140.56 	138.48 	138.50 	128.13 	127.16 	119.48 	118.58 	119.03 	120.21 	130.94 	139.16 	113.79 	110.06 b	118.77 	113.44 	122.10 	123.39 	131.77 	129.65 	123.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,RS	229.48 	220.87 b	: 	202.36 	208.88 	214.03 	228.42 	232.63 	235.20 	241.09 	237.54 	237.39 	231.63 	240.28 	221.52 	217.75 	231.99 	250.11 	245.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,SI	: 	399.63 e	395.43 e	398.86 e	268.00 e	242.37 e	328.42 	297.68 	295.06 	305.28 b	286.77 	288.25 	291.81 	292.53 	291.50 	293.59 	289.93 	279.87 	275.39 	274.40 	272.38 	276.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,TR	: 	435.91 	398.66 	410.28 b	389.22 	373.17 	383.63 	373.09 	357.82 b	252.75 	255.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_HOSP,HC_HTHAB,UK	: 	: 	: 	415.19 	401.29 	399.06 	393.94 	393.01 	393.35 	398.70 	419.42 	451.61 	459.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,AT	: 	24134.37 	24103.04 	23648.48 	23318.74 	22847.16 	22661.36 	22237.25 	22382.65 	21988.07 	21870.44 	21153.54 	20553.34 	20234.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,BE	: 	: 	17957.11 e	18493.43 e	18030.60 e	17849.40 e	18421.75 e	18130.19 e	18002.44 e	17717.15 e	17273.41 e	16672.76 e	16182.61 e	15667.45 e	15398.13 e	14871.41 e	14205.00 	14258.00 	13895.00 	13316.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,CH	: 	26132.03 	25578.26 	24742.30 	24176.33 	23337.13 	22187.78 	21216.89 	21043.49 	21257.09 	20684.51 	20241.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,CY	: 	: 	855.00 	903.00 	885.00 	858.00 	844.00 	836.00 	847.00 	856.00 	858.00 	806.00 	820.00 	793.00 	755.00 	698.00 	648.00 	564.00 	487.00 	492.00 	447.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,CZ	: 	20164.35 	19766.38 	19442.72 	18946.78 	18709.81 b	18189.90 	16187.47 e	15893.19 	15819.98 	15624.85 	15530.16 	15269.35 	14892.11 	14821.49 	14787.18 	14696.26 	15111.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,DE	: 	202000.00 	192000.00 	177000.00 	180000.00 	176000.00 	175000.00 	170000.00 	165000.00 	162000.00 	160000.00 	159000.00 	154000.00 	151000.00 	149000.00 	145000.00 	145000.00 	148000.00 	150000.00 	152000.00 	152000.00 	153000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,DK	28378.00 	26102.00 	25482.00 	25284.00 	25462.00 	25295.00 b	22056.00 	22112.00 	21755.00 	21121.00 	20855.00 	20874.00 	20500.00 	19337.00 	18895.00 	18173.00 	17764.00 	17644.00 	17532.00 	17343.00 	17009.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,EE	: 	3068.88 	2934.65 	2583.40 	2709.80 	2657.40 	2719.60 	2580.70 	2628.70 b	2229.25 b	1710.71 	1683.97 	1634.62 	1650.54 	1638.08 	1599.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,FR	: 	: 	52827.63 	51717.92 	51111.71 	50293.79 	49581.42 	49032.35 	48035.33 b	47624.52 	46257.83 b	47006.76 	46053.37 	44322.28 	43039.43 	41789.17 	40422.89 	39135.87 	37905.96 	36539.47 	34634.45 	33342.59 	32907.86 	32153.88 	32870.10 	32812.46 	31510.53 	31355.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,HU	: 	12764.82 	12399.42 	12504.10 	12040.51 	10694.77 	11017.03 	11148.02 	10879.42 	9240.82 	9083.89 	9038.96 	8775.07 	9076.90 	8141.20 	9729.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,IE	11977.49 	8782.90 	10349.68 	8261.65 	7906.61 	7623.46 	7365.37 	6823.84 	6585.62 	6641.77 	6704.56 	6743.06 	6848.25 	6908.52 	7576.04 	6386.29 	5954.43 	5630.02 	5322.51 	5276.49 	4966.29 	4711.53 	3860.88 	3567.48 	4663.55 	5279.41 	5812.76 	6119.62 	5945.22 	5879.64 	5824.27 	5818.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,IS	: 	722.54 	693.88 	676.13 	655.93 	625.56 	603.46 	583.20 	573.83 	563.66 	545.76 	550.60 	556.06 	558.16 	558.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,LI	58.49 	55.05 	33.30 	21.55 	25.36 	19.72 	23.30 	25.65 	27.80 	31.29 	30.42 	29.22 	19.96 	15.90 	15.33 	15.96 	15.63 	14.10 	13.41 	12.90 	11.41 	10.81 	11.10 	10.80 	12.50 	11.10 	11.40 	8.70 	13.00 	11.20 	10.80 	9.30 	8.30 	8.20 	5.80 	3.70 	3.30 	3.40 	2.70 	2.40 	2.50 	2.30 
OTH_SERV,FTE,LT	: 	10004.00 b	3211.00 	3205.00 	3183.00 	3259.00 	3305.00 	3324.00 	3383.00 	3453.00 	3491.00 	3468.00 	3577.00 	3846.00 	3882.00 	3850.00 	3966.00 	4072.00 	4136.00 	4233.00 	5333.00 	5440.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,MT	: 	1266.50 	1282.00 	1214.92 	1065.51 	980.52 	941.96 	882.28 	875.91 	877.00 	871.95 	790.53 	776.50 	: 	676.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OTH_SERV,FTE,NL	: 	117344.00 e	106272.00 e	122116.00 e	108046.00 e	106943.00 e	122156.00 e	112158.00 e	116951.00 e	120732.00 e	119918.00 e	117047.00 be	40198.00 e	38568.00 e	42232.00 e	34932.00 be	34152.00 e	38257.00 e	37097.00 e	34629.00 be	41536.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
