isco08,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
HOSP,HAB_FTE,RS	102.60 	106.60 b	: 	111.15 	111.48 	112.74 	110.93 	111.15 	110.32 	111.75 	113.64 	115.05 	117.80 	117.64 	125.11 	129.37 	127.48 	122.47 	126.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_FTE,SK	: 	124.34 	126.03 	128.80 	131.20 	131.05 	131.18 	131.32 	132.93 	134.33 	134.35 	129.98 	133.58 b	139.10 	135.23 	142.42 	138.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_FTE,UK	: 	: 	: 	50.44 	51.21 	51.13 	51.86 	52.56 	53.24 	53.51 	51.68 	50.08 	50.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,AL	: 	: 	: 	: 	: 	: 	: 	: 	234.38 	: 	244.38 	245.04 	246.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,AT	: 	72.59 d	73.05 d	74.51 d	74.57 d	75.27 d	75.22 d	75.35 d	76.28 d	76.63 d	77.44 d	78.71 d	79.80 d	81.29 d	82.84 d	83.62 d	85.28 d	85.89 d	88.26 d	88.90 d	90.05 d	90.72 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,BE	: 	: 	: 	58.03 	55.91 	55.25 	55.04 	55.47 	56.37 e	55.72 e	56.76 e	55.86 e	57.63 e	58.39 e	59.77 e	59.02 e	58.96 	59.27 	59.87 	61.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,BG	: 	98.19 	99.33 	100.01 	100.37 	101.18 	102.02 	102.66 	105.10 	107.68 	109.07 	109.83 	111.42 	114.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,CH	: 	37.75 	38.81 	39.29 	39.74 	40.07 	40.98 	41.81 	42.40 	43.14 	43.51 	44.65 b	41.41 e	42.85 e	43.17 e	43.80 e	44.62 e	45.41 e	45.05 e	46.58 e	47.49 e	48.43 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,CZ	: 	64.56 	66.23 	67.37 	68.66 	69.74 b	72.33 	74.41 e	75.01 	74.65 	74.75 	74.21 	74.81 	76.79 	76.48 	76.30 	75.88 	75.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,DE	: 	57.00 	58.47 	60.34 	60.69 	61.50 	62.12 	62.34 	62.76 	63.48 	64.27 	65.65 	67.30 	68.60 	69.48 	69.81 	70.01 	69.52 	67.99 	66.90 	67.39 	67.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,DK	44.06 	47.25 	48.48 	48.88 	49.36 	49.70 b	48.10 	47.56 	47.87 	48.87 	48.91 	48.13 	48.80 	50.90 	52.16 	51.94 	52.85 	52.86 	52.65 	52.19 	53.08 	51.76 	52.05 	51.64 	51.95 	50.89 	50.44 	50.50 	51.34 	50.21 	49.69 	48.46 	50.26 	49.19 	48.09 	46.93 	46.55 	46.50 	45.11 	43.88 	46.09 	49.66 
HOSP,HAB_HC,EE	: 	78.10 	79.62 	81.36 	81.75 	82.76 	82.89 	85.53 	86.45 b	68.25 	71.12 	71.96 	71.44 	69.21 	71.05 	72.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,EL	: 	: 	104.98 	106.62 	109.36 	112.59 	114.31 	112.40 	108.58 	103.92 	99.74 	99.59 	97.03 	99.43 	99.89 	99.23 	99.61 	99.35 	99.00 	101.13 	103.33 	106.01 	107.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,ES	: 	73.63 p	78.27 	79.42 	81.53 	83.70 	85.02 	86.37 	88.46 	88.27 	86.53 	85.40 b	86.51 	87.58 	89.29 	91.92 	94.04 	94.84 	96.92 	97.68 	99.72 	100.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,FI	: 	: 	: 	58.50 	58.00 	60.70 	61.50 	56.11 	55.53 	55.48 	55.33 	55.65 	55.93 	55.07 	56.19 	55.94 	56.76 	56.84 	: 	: 	: 	63.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,FR	: 	: 	50.86 	50.94 	51.00 	51.10 	51.16 	50.97 	50.72 b	50.31 	50.57 b	47.57 	48.10 b	51.29 	51.22 	51.09 	51.35 	51.25 	51.92 	52.58 	53.92 	55.31 b	53.35 	53.33 	53.67 	52.77 	53.91 	55.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,HR	: 	83.08 	83.34 	85.52 	88.51 	91.21 	92.64 	95.58 	98.85 	97.14 	97.55 	100.43 	101.18 	102.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,HU	: 	94.27 	94.60 	92.02 	92.81 	94.20 	94.14 	94.38 	92.68 	100.08 	95.59 	100.88 	110.52 	106.17 	110.68 	97.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,IE	63.89 	69.19 	71.05 	74.11 	76.05 	77.92 	79.04 	82.44 	84.15 	83.15 	81.26 	80.04 	77.89 	75.52 	73.29 	74.14 	74.69 	76.26 	73.66 	77.81 	82.80 	90.20 	96.83 	100.33 	101.43 	103.82 	103.04 	105.07 	107.96 	111.71 	114.09 	117.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,IS	: 	47.54 	47.63 	47.64 	48.10 	48.58 	50.84 	51.50 	52.54 	52.62 	52.85 	52.76 	51.26 	48.27 	48.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,IT	: 	90.82 	93.30 	94.63 	96.72 	96.69 	97.14 	96.45 	94.16 	93.21 	91.32 	90.29 	90.29 	90.35 	89.94 	91.59 	90.61 	90.42 	88.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,LI	130.18 	132.77 	147.19 	201.29 	146.57 	185.79 	182.90 	180.81 	188.69 	202.52 	194.18 	188.59 	220.63 	223.10 	191.64 	195.73 	192.00 	203.83 	199.29 	198.20 	201.18 	207.93 	205.23 	196.69 	187.01 	197.66 	205.17 	205.88 	199.26 	198.84 	196.03 	191.61 	222.96 	243.02 	246.04 	249.89 	289.01 	285.98 	322.51 	332.34 	356.56 	520.65 
HOSP,HAB_HC,LT	: 	64.42 	64.36 	64.12 	64.84 	65.67 	66.63 	67.02 	68.08 	67.92 	68.95 	71.73 	72.33 	71.69 	75.23 	75.62 	76.49 	76.72 	75.82 	74.17 	73.20 	70.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71.35 	72.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,LV	: 	90.87 	91.99 	90.28 	92.82 	94.12 	94.50 	92.09 	95.86 	96.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,ME	: 	125.34 	127.96 	129.34 	135.74 	139.31 	141.53 	142.19 	143.40 	150.34 	154.94 	155.87 	154.48 	157.39 	157.63 	159.57 	162.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,MK	: 	159.91 	160.04 	: 	166.84 	158.51 	181.46 	190.71 	190.85 	187.98 	193.27 	198.80 	199.60 	191.64 	176.11 	171.82 	183.30 	191.24 	206.90 	196.76 	210.80 	212.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,MT	: 	46.95 	47.62 	48.18 	48.50 	47.18 	48.71 	49.97 	54.72 	56.43 	59.58 	61.34 	62.19 b	: 	65.53 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,NL	: 	64.14 	67.04 	62.30 	65.54 	66.54 	61.87 	63.74 b	58.16 	57.71 b	58.11 	58.68 	59.40 	61.35 	63.63 	65.14 b	67.91 	66.29 	66.83 	69.86 b	58.91 	59.76 	60.58 	61.40 	64.25 	65.54 	66.34 	67.54 	67.11 	67.47 	69.07 	71.13 	72.36 	73.29 	74.27 	75.72 	76.69 	77.23 	77.68 	77.38 	78.58 	79.90 
HOSP,HAB_HC,NO	44.02 	45.44 	45.82 	45.93 	46.34 	45.96 	46.05 b	46.85 	46.46 	45.99 	43.80 	43.24 	42.77 b	41.99 	40.87 	40.84 	40.55 	41.22 b	41.49 	41.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,PT	: 	68.54 	72.52 	75.01 	78.91 	81.47 	84.71 	87.89 	86.74 	86.82 	88.12 	82.94 	85.70 	87.91 	88.28 	90.05 	88.76 	90.73 	91.14 	92.76 	94.24 	93.92 	96.09 	99.05 	97.39 e	105.54 	110.92 	112.86 	119.48 	118.17 	120.59 	125.13 	130.32 	136.36 	140.97 	142.71 	144.29 	: 	: 	: 	: 	: 
HOSP,HAB_HC,RO	: 	99.35 	103.02 	110.02 	111.79 	117.93 	123.08 	128.34 	130.93 	132.52 	132.85 	128.11 	130.01 	129.19 	130.56 b	149.85 	157.94 	149.92 	152.63 	148.02 	152.48 	158.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,RS	102.47 	106.46 b	: 	106.13 	106.59 	107.90 	106.75 	107.08 	106.86 	107.42 	109.07 	111.01 	113.69 	112.96 	120.18 	124.05 	122.48 	117.73 	120.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,SI	: 	77.73 	78.91 	79.33 	90.16 	94.20 	92.81 	95.77 	100.23 	97.39 	98.88 	99.37 	100.11 	100.90 	100.94 	102.16 	102.88 	105.99 	106.64 	108.27 	110.96 	110.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,TR	: 	91.96 	100.52 	101.07 b	110.81 	116.84 	114.06 	117.81 	121.14 b	137.72 	143.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HAB_HC,UK	: 	: 	: 	44.49 	45.14 	45.05 	45.63 	46.13 	46.58 	46.66 	44.89 	43.43 	43.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,AL	: 	: 	: 	: 	: 	: 	: 	: 	12352.00 	: 	11888.00 	11888.00 	11888.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,AT	: 	122843.00 d	121567.00 d	118646.00 d	117982.00 d	116078.00 d	114903.00 d	113420.00 d	111167.00 d	110007.00 d	108365.00 d	106253.00 d	104553.00 d	102364.00 d	100140.00 d	98882.00 d	96482.00 d	95140.00 d	92021.00 d	90910.00 d	89309.00 d	88307.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,BE	: 	: 	: 	196918.00 	203456.00 	205091.00 	204824.00 	202076.00 	197983.00 e	199328.00 e	194469.00 e	195505.00 e	187327.00 e	183416.00 e	177780.00 e	178731.00 e	177731.00 	175821.00 	173304.00 	169349.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,BG	: 	70615.00 	70226.00 	70241.00 	70499.00 	70449.00 	70361.00 	70365.00 	69124.00 	67847.00 	67372.00 	67336.00 	66813.00 	65670.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,CH	: 	228800.00 	220960.00 	216722.00 	212656.00 	208981.00 	202112.00 	195876.00 	190781.00 	185357.00 	181836.00 	175336.00 b	186999.00 e	178464.00 e	174903.00 e	170863.00 e	166673.00 e	162735.00 e	162894.00 e	156406.00 e	152248.00 e	148354.00 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,CZ	: 	165705.00 	161128.00 	157775.00 	154299.00 	151519.00 b	145805.00 	141456.00 e	140177.00 	140807.00 	140416.00 	141140.00 	139601.00 	135242.00 	134660.00 	134187.00 	134564.00 	134522.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,DE	: 	1459000.00 	1421000.00 	1374000.00 	1362000.00 	1339000.00 	1315000.00 	1299000.00 	1285000.00 	1267000.00 	1249000.00 	1234000.00 	1217000.00 	1197000.00 	1184000.00 	1180000.00 	1178000.00 	1187000.00 	1214000.00 	1233000.00 	1222000.00 	1219000.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,DK	132560.00 	123429.00 	119937.00 	118536.00 	116784.00 	115260.00 b	118156.00 	118672.00 	117291.00 	114428.00 	113900.00 	115257.00 	113171.00 	107920.00 	104713.00 	104693.00 	102544.00 	102247.00 	102378.00 	103010.00 	100961.00 	103162.00 	102235.00 	102712.00 	101731.00 	103416.00 	103745.00 	103091.00 	101065.00 	102994.00 	103735.00 	106094.00 	102119.00 	104275.00 	106610.00 	109114.00 	109860.00 	109923.00 	113380.00 	116639.00 	111123.00 	103156.00 
HOSP,HC,EE	: 	17023.00 	16666.00 	16248.00 	16114.00 	15899.00 	15869.00 	15378.00 	15245.00 b	19380.00 	18665.00 	18504.00 	18681.00 	19318.00 	18869.00 	18490.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,EL	: 	: 	102130.00 	100662.00 	98342.00 	95709.00 	94659.00 	96909.00 	100985.00 	106282.00 	111337.00 	111672.00 	114471.00 	111414.00 	110608.00 	111057.00 	110307.00 	110266.00 	110384.00 	107802.00 	105125.00 	101935.00 	100080.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,ES	: 	643261.00 p	602175.00 	589251.00 	571518.00 	555360.00 	546267.00 	538184.00 	526995.00 	529914.00 	540208.00 	545405.00 b	535921.00 	524706.00 	506515.00 	482991.00 	464200.00 	452588.00 	435302.00 	424162.00 	409655.00 	402493.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,FI	: 	: 	: 	94277.00 	94975.00 	90535.00 	89105.00 	97328.00 	97951.00 	97582.00 	97376.00 	96385.00 	95463.00 	96482.00 	94128.00 	94149.00 	92420.00 	91974.00 	: 	: 	: 	81955.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,FR	: 	: 	1322184.00 	1317383.00 	1312037.00 	1305803.00 	1300775.00 	1301001.00 	1298992.00 b	1300580.00 	1287828.00 b	1362603.00 	1340959.00 b	1251340.00 	1246204.00 	1241719.00 	1226891.00 	1220085.00 	1195537.00 	1172453.00 	1135065.00 	1098497.00 b	1131145.00 	1126011.00 	1114764.00 	1129805.00 	1102257.00 	1076575.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,HR	: 	48714.00 	48801.00 	47834.00 	46659.00 	45746.00 	45421.00 	44318.00 	43040.00 	43949.00 	43903.00 	42780.00 	42560.00 	41964.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,HU	: 	103428.00 	103288.00 	106238.00 	105461.00 	104188.00 	104558.00 	104540.00 	106746.00 	99128.00 	104186.00 	99132.00 	90684.00 	94549.00 	90854.00 	103423.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,IE	78370.00 	72060.00 	69446.00 	65675.00 	63210.00 	61026.00 	59491.00 	56497.00 	54949.00 	55317.00 	56360.00 	56976.00 	58229.00 	59451.00 	60021.00 	57650.00 	55699.00 	53371.00 	54255.00 	50533.00 	46695.00 	42188.00 	38778.00 	37006.00 	36222.00 	35037.00 	35023.00 	34170.00 	33126.00 	31853.00 	30978.00 	29994.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,IS	: 	7708.00 	7570.00 	7404.00 	7140.00 	6905.00 	6507.00 	6357.00 	6162.00 	6095.00 	6036.00 	6028.00 	6214.00 	6576.00 	6480.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,IT	: 	654563.00 	640198.00 	635613.00 	625869.00 	627011.00 	625196.00 	630281.00 	639677.00 	638753.00 	650239.00 	656523.00 	654478.00 	651095.00 	649724.00 	634827.00 	639772.00 	637951.00 	647024.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,LI	300.00 	293.00 	262.00 	190.00 	259.00 	203.00 	205.00 	206.00 	196.00 	181.00 	187.00 	191.00 	162.00 	159.00 	184.00 	179.00 	181.00 	169.00 	171.00 	170.00 	165.00 	157.00 	157.00 	161.00 	167.00 	157.00 	150.00 	148.00 	151.00 	149.00 	149.00 	150.00 	127.00 	115.00 	112.00 	109.00 	93.00 	93.00 	82.00 	79.00 	72.00 	49.00 
HOSP,HC,LT	: 	43385.00 	43414.00 	43693.00 	43624.00 	43678.00 	43599.00 	43752.00 	43446.00 	43990.00 	43916.00 	43179.00 	43730.00 	44615.00 	42953.00 	43244.00 	43440.00 	44020.00 	45046.00 	46421.00 	47414.00 	49586.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6624.00 	6443.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,LV	: 	20913.00 	20804.00 	21347.00 	20924.00 	20819.00 	20926.00 	21650.00 	20996.00 	21083.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,ME	: 	4957.00 	4861.00 	4811.00 	4585.00 	4467.00 	4396.00 	4373.00 	4332.00 	4128.00 	4002.00 	3974.00 	4001.00 	3916.00 	3902.00 	3847.00 	3780.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,MK	: 	12961.00 	12976.00 	: 	12434.00 	13075.00 	11409.00 	10841.00 	10815.00 	10964.00 	10651.00 	10337.00 	10274.00 	10681.00 	11604.00 	11874.00 	11112.00 	10628.00 	9796.00 	10323.00 	9653.00 	9552.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,MT	: 	10976.00 	10584.00 	10059.00 	9650.00 	9652.00 	9137.00 	8697.00 	7785.00 	7443.00 	6987.00 	6757.00 	6632.00 b	: 	6207.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,NL	: 	271948.00 	258713.00 	276578.00 	261367.00 	255941.00 	273807.00 	264610.00 b	288933.00 	290334.00 b	287270.00 	283160.00 	278270.00 	268050.00 	257470.00 	250920.00 b	240310.00 	245600.00 	242800.00 	231150.00 b	272370.00 	266469.00 	261026.00 	255817.00 	242962.00 	236952.00 	233036.00 	227765.00 	227853.00 	225038.00 	218190.00 	210190.00 	205201.00 	201390.00 	197444.00 	192461.00 	188957.00 	186760.00 	184941.00 	184959.00 	181297.00 	177097.00 
HOSP,HC,NO	122479.00 	118376.00 	116709.00 	115652.00 	113869.00 	113886.00 	112673.00 b	109661.00 	109345.00 	109133.00 	113078.00 	113073.00 	112890.00 b	113550.00 	115210.00 	114115.00 	114014.00 	111394.00 b	110028.00 	108286.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,PT	: 	150230.00 	141846.00 	137101.00 	130539.00 	126735.00 	122277.00 	118341.00 	120563.00 	121116.00 	119815.00 	127480.00 	123310.00 	120103.00 	119423.00 	116855.00 	118332.00 	115555.00 	114756.00 	112326.00 	109958.00 	109564.00 	106335.00 	102572.00 	103797.00 e	95358.00 	90388.00 	88528.00 	83402.00 	84220.00 	82595.00 	79781.00 	76772.00 	73480.00 	71152.00 	70303.00 	69469.00 	: 	: 	: 	: 	: 
HOSP,HC,RO	: 	193841.00 	188043.00 	177002.00 	175226.00 	167071.00 	160997.00 	155125.00 	152625.00 	151359.00 	151652.00 	158047.00 	156665.00 	158979.00 	159954.00 b	141430.00 	134988.00 	143085.00 	141351.00 	146809.00 	145146.00 	141641.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,RS	67061.00 	64805.00 b	: 	65792.00 	65868.00 	65417.00 	66468.00 	66589.00 	67041.00 	67015.00 	66327.00 	65574.00 	64395.00 	65072.00 	61419.00 	59747.00 	60751.00 	63391.00 	61947.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,SI	: 	27049.00 	26467.00 	26143.00 	22919.00 	21923.00 	22233.00 	21531.00 	20552.00 	21123.00 	20760.00 	20616.00 	20375.00 	20033.00 	19916.00 	19644.00 	19445.00 	18842.00 	18715.00 	18421.00 	17953.00 	18071.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,TR	: 	906753.00 	821546.00 	805464.00 b	724783.00 	678501.00 	685769.00 	655128.00 	628610.00 b	545842.00 	517324.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC,UK	: 	: 	1543386.65 e	1493790.41 e	1463321.31 e	1456448.81 e	1426984.92 e	1400321.27 e	1376863.93 e	1365319.31 e	1409205.46 e	1445348.97 e	1436906.62 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC_HTHAB,AL	: 	: 	: 	: 	: 	: 	: 	: 	426.65 	: 	409.20 	408.10 	406.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC_HTHAB,AT	: 	1377.65 d	1369.01 d	1342.07 d	1341.08 d	1328.63 d	1329.48 d	1327.12 d	1310.96 d	1304.95 d	1291.34 d	1270.45 d	1253.13 d	1230.12 d	1207.16 d	1195.87 d	1172.63 d	1164.22 d	1133.06 d	1124.85 d	1110.49 d	1102.24 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HOSP,HC_HTHAB,BE	: 	: 	: 	1723.26 	1788.60 	1809.93 	1816.75 	1802.79 	1774.13 e	1794.62 e	1761.77 e	1790.29 e	1735.07 e	1712.57 e	1673.11 e	1694.46 e	1696.13 	1687.16 	1670.22 	1638.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
