owner,unit,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
PUB,HAB_P,BE	684.95 	690.03 	686.40 b	686.89 	683.44 	668.13 	655.48 	636.66 	620.69 	615.96 	608.64 	601.67 	561.47 	543.05 	539.07 	523.32 	511.23 	489.05 	437.85 	434.59 	415.99 	412.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,BG	: 	171.56 	170.16 	173.18 	174.88 	176.86 	174.89 	175.20 	177.04 	178.51 	178.67 	171.54 	167.84 	166.61 	166.77 	168.56 	160.01 	166.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,CY	: 	: 	570.10 	556.31 	532.21 b	545.17 	552.58 	558.29 	565.21 	559.91 	560.90 	547.85 	533.00 	531.87 	529.78 	528.10 	512.88 	509.08 	499.52 	489.06 	493.00 	462.07 	449.69 	442.95 	427.51 	382.71 	371.29 	375.32 	361.48 	337.84 	320.47 	298.92 	290.37 	287.88 	290.22 	292.91 	294.77 	276.75 	267.92 	267.21 	264.07 	248.56 	256.26 	260.91 	264.37 	265.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,CZ	: 	181.61 	178.84 	178.38 	177.75 	176.55 	176.25 	176.05 	175.24 	169.15 	165.67 	159.49 b	159.12 	156.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,DE	: 	318.59 	314.22 	309.96 	306.76 	305.95 	301.16 	298.74 	296.97 	296.98 	293.64 	295.89 	298.37 	298.16 	294.68 	283.40 	271.95 	265.41 	257.45 	250.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,DK	425.38 p	413.02 	411.52 	407.51 	409.21 	411.44 	423.67 	396.53 b	344.14 	: 	340.00 b	299.29 	301.76 	293.02 	285.46 	276.90 	270.38 	261.82 	250.12 	240.77 	239.01 	234.79 	229.85 	222.09 	217.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,EE	: 	240.05 	239.27 	238.40 	234.51 	229.16 	222.89 	219.47 	221.07 b	205.74 	208.88 	210.64 	206.52 	196.80 	197.97 	200.21 	206.68 	197.59 	195.59 	187.11 	: 	: 	: 	141.95 	135.12 	129.09 	122.01 	118.16 	104.83 	103.61 	88.58 	86.56 	83.82 	83.28 	82.70 	81.97 	81.99 	81.80 	81.27 	80.91 	80.85 	82.07 	85.42 	88.42 	90.36 	90.48 	91.63 	91.79 	91.33 	91.73 	91.34 	92.33 	92.81 	91.97 	91.98 	92.87 	93.23 	: 	: 	: 	: 	: 
PUB,HAB_P,EL	: 	: 	363.79 	363.01 	364.63 	365.03 	362.16 	361.19 	361.63 	336.59 	332.65 	324.35 b	291.41 	299.18 	294.05 	297.42 	300.58 	305.94 	305.13 	301.64 	300.17 	302.43 	295.34 	286.21 	287.78 	286.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,ES	: 	489.50 p	496.75 	493.29 	490.25 	491.17 	488.82 	491.62 	491.25 	484.78 	478.18 	467.95 b	476.38 	471.44 	466.10 	462.42 	455.42 	446.43 	440.03 	430.16 	419.42 	410.95 	402.83 	399.06 	393.82 	386.68 	380.38 	367.95 	362.03 	354.52 	350.41 	345.02 	338.52 	334.90 	331.84 	329.96 	324.55 	: 	: 	: 	: 	274.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,FI	: 	370.36 	311.43 	292.15 	282.49 	264.39 	245.61 	229.20 	214.62 	198.34 	190.23 	178.52 	166.62 	158.78 	154.55 	149.11 	147.17 	146.26 	142.97 	140.80 	138.90 	137.17 	136.43 	133.53 	131.10 	127.40 	127.35 	126.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,FR	: 	283.18 	278.64 	275.67 	271.59 	266.79 	262.66 	258.80 	256.40 	253.48 	252.00 	248.69 	235.85 	223.84 	217.22 	215.71 	211.51 	205.87 	201.54 	196.66 	193.98 	191.21 	187.28 	184.54 	181.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,HR	: 	179.92 	179.81 	181.40 	183.79 	185.38 	182.69 	172.12 	173.54 	172.63 	168.99 	173.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	143.44 	143.78 	144.48 	145.10 	143.44 b	129.23 	129.94 	130.31 	130.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,IE	: 	392.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,IS	: 	352.71 	357.35 	347.85 	326.43 	319.16 	320.56 	316.31 	310.42 	308.08 	303.82 	278.98 	270.37 	255.77 	242.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,IT	: 	493.24 b	473.48 	475.85 	471.17 	469.68 	462.84 	461.29 	444.18 	426.91 	415.57 	401.12 	397.20 	386.02 	374.77 	366.51 	358.51 	358.74 	341.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,LI	1115.86 	1111.46 	1101.79 	1092.74 	703.00 	673.50 	669.54 	653.46 	648.83 	495.36 	490.70 	486.78 	510.59 	417.32 	414.85 	412.19 	369.71 	366.46 	362.54 	358.45 	353.13 	347.28 	339.16 	326.47 	318.69 	316.66 	314.04 	310.91 	307.03 	302.32 	298.05 	287.42 	283.17 	279.48 	275.57 	272.38 	268.78 	265.96 	264.46 	262.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,LT	: 	168.57 	159.42 	157.04 	153.77 	150.71 	144.83 	138.52 	138.29 	135.65 	135.18 	140.69 	139.86 	139.87 	139.56 	140.20 	137.86 	132.57 	127.64 	123.67 	120.44 	113.22 	111.71 	110.30 	104.18 	94.38 	91.42 	89.50 	84.49 	83.02 	80.22 	80.08 	78.99 	78.07 	78.15 	78.34 	78.27 	79.71 	80.89 	81.36 	81.96 	82.87 	84.99 	86.48 	87.64 	88.34 	89.55 	92.35 	93.58 	94.60 	95.84 	96.99 	99.02 	101.71 	104.24 	107.60 	111.86 	114.66 	117.56 	121.02 	123.95 	127.81 
PUB,HAB_P,LV	: 	210.58 	203.99 	202.54 	199.86 	194.23 	195.00 	196.05 	189.93 	186.43 	186.21 	188.05 	157.80 	137.34 	136.20 	134.58 	133.39 	132.97 	132.20 	131.43 	123.92 	116.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,ME	: 	259.20 	259.29 	255.55 	259.00 	254.42 	254.36 	254.22 	257.12 	251.66 	251.45 	251.19 	253.62 	254.48 	246.92 	237.38 	235.15 	233.72 	233.34 	234.51 	230.53 	231.10 	231.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,MK	: 	244.14 	244.58 	245.71 	242.38 	237.40 	234.56 	234.91 	231.78 	234.05 	228.85 	222.48 	226.14 	222.63 	221.45 	218.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,MT	: 	241.60 	259.16 	244.76 	232.95 	227.11 	230.24 	230.05 	222.67 	225.46 	234.91 	242.40 	225.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,NO	: 	386.18 	379.63 	373.00 	365.29 	356.07 	346.92 	339.27 	334.05 	320.37 	301.63 	302.09 	286.74 	277.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,PL	: 	203.58 	203.76 b	190.95 	187.51 b	: 	: 	: 	: 	: 	206.25 	200.04 	190.69 	186.68 b	190.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,PT	: 	421.60 	421.81 	426.52 	428.29 	429.23 	431.10 	429.69 	418.22 	407.77 	408.76 	405.91 	405.27 	400.42 	389.24 	382.20 	372.87 	369.32 	367.53 	362.64 	352.11 	346.46 	343.59 b	334.22 	328.09 	322.57 	324.89 	324.70 	320.83 	318.69 	317.57 	314.78 	299.79 	313.41 	304.36 	316.65 	315.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,RO	: 	151.38 	152.30 	153.24 	153.85 	154.71 	155.38 	156.42 	156.47 	157.24 	158.51 	153.67 	145.05 	146.49 	149.24 	146.45 	146.15 	147.38 	147.21 	130.11 	127.69 	130.02 	132.07 	136.80 	135.53 	132.31 	130.89 	129.96 	127.11 	127.22 	111.19 	112.09 	111.94 	111.85 	111.77 	111.84 	111.89 	112.49 	113.16 	113.49 	113.96 	113.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,RS	: 	175.39 	175.76 	177.23 	178.30 	178.88 	179.20 	181.00 	181.85 	183.79 	184.19 	185.22 	186.75 	187.36 	187.05 	180.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,SI	: 	236.41 	228.11 	228.35 	224.78 	225.32 	223.96 	222.82 	222.10 	222.47 	218.60 	221.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,TR	: 	429.95 	454.84 	459.44 	466.09 	474.51 	482.45 	474.18 	474.16 	466.76 	465.04 	433.66 	450.49 	447.72 	445.91 	443.15 	444.37 	444.95 	443.79 	439.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,HAB_P,UK	: 	: 	: 	400.74 	394.17 	388.39 	383.05 	366.38 	362.73 	356.18 	347.63 	341.44 b	306.29 	300.07 	295.12 	282.33 	268.59 	259.24 	253.27 	251.35 	247.73 	245.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,AT	: 	43121.00 	44299.00 	44650.00 	45235.00 	44910.00 	45097.00 	44823.00 	45029.00 	45107.00 	45381.00 	45367.00 	45778.00 	45801.00 	46412.00 	45941.00 	46350.00 	46555.00 	46656.00 	47124.00 	47252.00 	47549.00 	48135.00 	49042.00 	50012.00 	50574.00 	51306.00 	51779.00 	51973.00 	52536.00 	53410.00 	54547.00 	55856.00 	56814.00 	57681.00 	58551.00 	59114.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,BE	16886.00 	16730.00 	16738 b	16636.00 	16644.00 	16960.00 	17200.00 	17606.00 	17979.00 	18032.00 	18136.00 	18150.00 	19229.00 	19722.00 	19711.00 	20156.00 	20497.00 	21309.00 	23698.00 	23776.00 	24728.00 	24829.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,BG	: 	40417.00 	40995.00 	40564.00 	40461.00 	40301.00 	41043.00 	41232.00 	41037.00 	40928.00 	41128.00 	43112.00 	44355.00 	44972.00 	45244.00 	45095.00 	47866.00 	46445.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,CY	: 	: 	1547.00 	1564.00 	1615 b	1562.00 	1534.00 	1527.00 	1525.00 	1543.00 	1517.00 	1514.00 	1516.00 	1479.00 	1448.00 	1422.00 	1440.00 	1430.00 	1438.00 	1451.00 	1423.00 	1502.00 	1527.00 	1533.00 	1569.00 	1728.00 	1753.00 	1703.00 	1732.00 	1809.00 	1857.00 	1940.00 	1955.00 	1944.00 	1908.00 	1870.00 	1837.00 	1933.00 	1971.00 	1960.00 	1960.00 	2048.00 	1965.00 	1915.00 	1883.00 	1875.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,CZ	: 	58906.00 	59674.00 	59590.00 	59603.00 	59850.00 	59837.00 	59787.00 	59999.00 	62138.00 	63354.00 	65673 b	65634.00 	66412.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,DE	: 	261027.00 	264446.00 	267475.00 	269448.00 	269158.00 	271236.00 	271079.00 	271557.00 	270813.00 	273382.00 	273789.00 	274502.00 	275390.00 	279170.00 	290672.00 	303247.00 	310904.00 	320581.00 	329102.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,DK	13729 p	14119.00 	14129.00 	14217.00 	14088.00 	13922.00 	13415.00 	14232 b	16316.00 	: 	16384 b	18536.00 	18303.00 	18748.00 	19132.00 	19636.00 	20044.00 	20642.00 	21552.00 	22328.00 	22421.00 	22742.00 	23153.00 	23883.00 	24344.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,EE	: 	5539.00 	5546.00 	5545.00 	5618.00 	5742.00 	5902.00 	5993.00 	5962 b	6429.00 	6355.00 	6321.00 	6462.00 	6794.00 	6772.00 	6727.00 	6555.00 	6896.00 	7008.00 	7372.00 	: 	: 	: 	9765.00 	10358.00 	10966.00 	11775.00 	12377.00 	14253.00 	14797.00 	17626.00 	18129.00 	18709.00 	18754.00 	18769.00 	18790.00 	18645.00 	18565.00 	18565.00 	18520.00 	18400.00 	18000.00 	17190.00 	16515.00 	16050.00 	15910.00 	15600.00 	15450.00 	15395.00 	15180.00 	15075.00 	14730.00 	14495.00 	14475.00 	14340.00 	14090.00 	13885.00 	: 	: 	: 	: 	: 
PUB,NR,EL	: 	: 	29472.00 	29566.00 	29495.00 	29521.00 	29879.00 	30157.00 	30322.00 	32814.00 	33383.00 	34288 b	38115.00 	37027.00 	37574.00 	37053.00 	36554.00 	35808.00 	35814.00 	36142.00 	36186.00 	35730.00 	36438.00 	37457.00 	37047.00 	37016.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,ES	: 	96759 p	94887.00 	94869.00 	95039.00 	94640.00 	95015.00 	94546.00 	94901.00 	96484.00 	97751.00 	99533 b	97324.00 	97476.00 	97032.00 	96010.00 	95852.00 	96145.00 	95875.00 	96316.00 	97398.00 	98718.00 	100259.00 	100795.00 	101714.00 	103159.00 	104432.00 	107484.00 	108724.00 	110453.00 	111201.00 	112654.00 	114697.00 	115758.00 	116576.00 	116938.00 	118532.00 	: 	: 	: 	: 	136638.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,FI	: 	14930.00 	17730.00 	18879.00 	19499.00 	20785.00 	22310.00 	23829.00 	25342.00 	27296.00 	28325.00 	30044.00 	32043.00 	33463.00 	34220.00 	35318.00 	35647.00 	35746.00 	36462.00 	36935.00 	37350.00 	37737.00 	37862.00 	38595.00 	39206.00 	40224.00 	40108.00 	40344.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,FR	: 	237941.00 	241345.00 	243417.00 	246395.00 	250104.00 	253364.00 	256229.00 	256957.00 	258158.00 	258444.00 	260642.00 	273499.00 	286721.00 	293829.00 	294088.00 	297869.00 	303742.00 	308013.00 	313451.00 	315512.00 	317782.00 	322255.00 	325387.00 	329674.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,HR	: 	22495.00 	22619.00 	22552.00 	22470.00 	22508.00 	23034.00 	24611.00 	24516.00 	24730.00 	25344.00 	24702.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69427.00 	69552.00 	69372.00 	69181.00 	70106 b	77935.00 	77629.00 	77565.00 	77861.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,IE	: 	12697.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,IS	: 	1039.00 	1009.00 	1014.00 	1052.00 	1051.00 	1032.00 	1035.00 	1043.00 	1041.00 	1050.00 	1140.00 	1178.00 	1241.00 	1283.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,IT	: 	120529 b	126149.00 	126406.00 	128483.00 	129082.00 	131213.00 	131780.00 	135606.00 	139467.00 	142887.00 	147780.00 	148778.00 	152392.00 	155931.00 	158641.00 	161695.00 	160802.00 	167594.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,LI	35.00 	35.00 	35.00 	35.00 	54.00 	56.00 	56.00 	57.00 	57.00 	74.00 	74.00 	74.00 	70.00 	85.00 	85.00 	85.00 	94.00 	94.00 	94.00 	94.00 	94.00 	94.00 	95.00 	97.00 	98.00 	98.00 	98.00 	98.00 	98.00 	98.00 	98.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,LT	: 	16580.00 	17527.00 	17840.00 	18394.00 	19032.00 	20057.00 	21169.00 	21387.00 	22026.00 	22401.00 	22015.00 	22615.00 	22866.00 	23153.00 	23323.00 	24100.00 	25474.00 	26756.00 	27840.00 	28818.00 	30909.00 	31549.00 	32179.00 	34318.00 	38162.00 	39699.00 	40863.00 	43584.00 	44569.00 	46173.00 	46175.00 	46640.00 	46815.00 	46275.00 	45685.00 	45285.00 	44085.00 	43085.00 	42490.00 	41885.00 	41185.00 	39980.00 	39080.00 	38280.00 	37680.00 	36870.00 	35450.00 	34670.00 	33970.00 	33170.00 	32370.00 	31380.00 	30270.00 	29205.00 	27955.00 	26565.00 	25600.00 	24660.00 	23660.00 	22780.00 	21740.00 
PUB,NR,LV	: 	9025.00 	9382.00 	9515.00 	9718.00 	10089.00 	10141.00 	10170.00 	10597.00 	10912.00 	11061.00 	11154.00 	13572.00 	15853.00 	16155.00 	16484.00 	16784.00 	17020.00 	17307.00 	17577.00 	18860.00 	20291.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,ME	: 	2397.00 	2399.00 	2435.00 	2403.00 	2446.00 	2446.00 	2446.00 	2416.00 	2466.00 	2466.00 	2466.00 	2437.00 	2422.00 	2491.00 	2586.00 	2608.00 	2622.00 	2620.00 	2599.00 	2634.00 	2616.00 	2608.00 	2604.00 	2622.00 	2607.00 	2564.00 	2561.00 	2592.00 	2606.00 	3065.00 	3207.00 	5285.00 	5377.00 	4954.00 	5550.00 	4695.00 	4812.00 	5035.00 	5032.00 	4955.00 	4134.00 	4012.00 	4224.00 	4180.00 	4201.00 	4148.00 	3674.00 	3663.00 	3214.00 	3273.00 	3166.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,MK	: 	8489.00 	8491.00 	8450.00 	8559.00 	8730.00 	8826.00 	8801.00 	8905.00 	8806.00 	8995.00 	9237.00 	9068.00 	9194.00 	9228.00 	9343.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PUB,NR,MT	: 	2133.00 	1945.00 	1980.00 	2009.00 	2005.00 	1933.00 	1889.00 	1913.00 	1863.00 	1772.00 	1710.00 	1829.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
