unit,facility,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
HAB_P,NRCBED,TR42	: 	: 	: 	: 	: 	: p	2095.09 	2171.67 e	2195.96 e	2260.74 e	2394.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR51	: 	: 	: 	: 	: 	: p	1100.85 	1143.72 e	1159.44 e	1199.08 e	1269.73 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR52	: 	: 	: 	: 	: 	: p	1265.93 	1328.68 e	1353.58 e	1407.49 e	1507.35 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR61	: 	: 	: 	: 	: 	: p	1566.15 	1624.59 e	1638.42 e	1680.64 e	1789.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR62	: 	: 	: 	: 	: 	: p	2107.01 	2216.21 e	2263.30 e	2352.74 e	2516.71 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR63	: 	: 	: 	: 	: 	: p	2467.93 	2593.57 e	2645.65 e	2748.76 e	2953.09 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR71	: 	: 	: 	: 	: 	: p	1017.99 	1079.50 e	1112.04 e	1161.61 e	1252.90 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR72	: 	: 	: 	: 	: 	: p	1135.36 	1201.58 e	1233.67 e	1291.16 e	1395.81 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR81	: 	: 	: 	: 	: 	: p	1867.58 	1981.06 e	2045.16 e	2146.88 e	2334.65 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR82	: 	: 	: 	: 	: 	: p	905.92 	966.04 e	990.22 e	1023.09 e	1103.44 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR83	: 	: 	: 	: 	: 	: p	1279.59 	1357.23 e	1401.59 e	1473.08 e	1597.88 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TR90	: 	: 	: 	: 	: 	: p	1505.47 	1593.18 e	1637.42 e	1706.58 e	1832.79 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRA1	: 	: 	: 	: 	: 	: p	1449.90 	1538.95 e	1592.70 e	1680.82 e	1811.59 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRA2	: 	: 	: 	: 	: 	: p	1917.51 	2050.29 e	2129.20 e	2248.86 e	2406.73 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRB1	: 	: 	: 	: 	: 	: p	1611.84 	1701.60 e	1749.52 e	1825.86 e	1943.84 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRB2	: 	: 	: 	: 	: 	: p	5662.32 	5971.49 e	6122.19 e	6351.54 e	6758.14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRC1	: 	: 	: 	: 	: 	: p	3342.63 	3485.41 e	3529.37 e	3637.84 e	3847.88 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRC2	: 	: 	: 	: 	: 	: p	6251.99 	6524.75 e	6592.26 e	6804.75 e	7167.62 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,TRC3	: 	: 	: 	: 	: 	: p	6182.40 	6470.68 e	6585.92 e	6812.65 e	7193.25 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HAB_P,NRCBED,UK	: 	: 	: 	125.52 	121.74 	120.39 	118.74 	117.65 	116.81 	115.82 	114.73 	119.64 	114.30 	114.04 	113.86 	112.66 	111.68 	110.42 	109.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	248.00 	292.00 	324.00 	414.00 	299.00 	314.00 	308.00 	550.00 	: 	: 	: 	: 	: 
NR,NRCBED,AT	: 	77867 d	76560 d	76349 d	76108 bd	67265 d	66690 d	66461 d	66045 d	65587 bd	62519.00 	: 	56686.00 	: 	55779.00 	: 	: 	53186.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT11	: 	: 	: 	: 	: 	: 	2115.00 	2143.00 	2144.00 	2117.00 b	1966.00 	: 	1809.00 	: 	1785.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT12	: 	: 	: 	: 	: 	: 	9180.00 	9082.00 	9017.00 	8594.00 b	9170.00 	: 	8880.00 	: 	8572.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT13	: 	: 	: 	: 	: 	: 	9465.00 	9649.00 	9617.00 	10179.00 b	9216.00 	: 	9152.00 	: 	9336.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT21	: 	: 	: 	: 	: 	: 	5648.00 	5451.00 	5311.00 	5299.00 b	4764.00 	: 	3155.00 	: 	3155.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT22	: 	: 	: 	: 	: 	: 	14309.00 	14171.00 	14069.00 	13682.00 b	13725.00 	: 	10357.00 	: 	10408.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT31	: 	: 	: 	: 	: 	: 	12370.00 	12318.00 	12351.00 	12364.00 b	11956.00 	: 	11873.00 	: 	11601.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT32	: 	: 	: 	: 	: 	: 	5228.00 	5284.00 	5388.00 	5278.00 b	5159.00 	: 	5204.00 	: 	5111.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT33	: 	: 	: 	: 	: 	: 	5985.00 	6053.00 	5923.00 	5809.00 b	4523.00 	: 	4312.00 	: 	3924.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,AT34	: 	: 	: 	: 	: 	: 	2390.00 	2310.00 	2225.00 	2265.00 b	2040.00 	: 	1944.00 	: 	1887.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE	148945 e	148832 e	149070.00 	147395.00 	145755.00 	143999.00 	140775.00 	137963.00 	135125 b	137069.00 	135374.00 	133370.00 	132837.00 	131550.00 	129807.00 	128200.00 	127614.00 	127368.00 	126771.00 	125922.00 	125923.00 	123585.00 	121978.00 	117586.00 	113384.00 	112219.00 	106525.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15251.00 	15220.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19532.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6580.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE23	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17782.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE24	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11110.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14957.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4395.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19978.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14907.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE34	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3131.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BE35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5778.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG	: 	1933.00 	1912.00 	2084.00 	2177.00 	2193.00 	2394 b	3158.00 	3125 b	4426.00 	4546.00 	4570.00 	4518.00 	4282.00 	4280.00 	4369.00 	4332.00 	4345.00 	4250.00 	4206.00 	4720.00 	4726.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG31	: 	: 	: 	: 	: 	: 	412.00 	462.00 	462.00 	737.00 	737.00 	787.00 	786.00 	756.00 	698.00 	719.00 	712.00 	713.00 	719.00 	719.00 	914.00 	914.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG32	: 	: 	: 	: 	: 	: 	160.00 	425.00 	431.00 	634.00 	686.00 	706.00 	681.00 	632.00 	611.00 	611.00 	644.00 	644.00 	644.00 	642.00 	762.00 	762.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG33	: 	: 	: 	: 	: 	: 	360.00 	524.00 	557.00 	845.00 	845.00 	802.00 	808.00 	763.00 	883.00 	873.00 	864.00 	840.00 	791.00 	791.00 	815.00 	815.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG34	: 	: 	: 	: 	: 	: 	619.00 	584.00 	540.00 	692.00 	738.00 	744.00 	749.00 	743.00 	785.00 	842.00 	840.00 	847.00 	847.00 	819.00 	884.00 	890.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG41	: 	: 	: 	: 	: 	: 	615.00 	732.00 	639.00 	834.00 	828.00 	799.00 	753.00 	663.00 	640.00 	665.00 	620.00 	660.00 	633.00 	619.00 	645.00 	645.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,BG42	: 	: 	: 	: 	: 	: 	228.00 	431.00 	496.00 	684.00 	712.00 	732.00 	741.00 	725.00 	663.00 	659.00 	652.00 	641.00 	616.00 	616.00 	700.00 	700.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH	: 	100694.00 	100356.00 	99622.00 	99242.00 	97127.00 	96563.00 	95669.00 	94600.00 	93558.00 	92848.00 	91781.00 	91931.00 	90717.00 	89908.00 	88122.00 	86798.00 	85983.00 	85208.00 	85454.00 	84421.00 	84031.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH01	: 	: 	: 	: 	: 	: 	13641.00 	13360.00 	13216.00 	12992.00 	13037.00 	12764.00 	12464.00 	12138.00 	11865.00 	11421.00 	10879.00 	10898.00 	10873.00 	10958.00 	10971.00 	10999.00 	9953.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH02	: 	: 	: 	: 	: 	: 	23305.00 	23422.00 	23203.00 	23007.00 	23105.00 	22986.00 	23451.00 	23016.00 	22848.00 	22607.00 	21489.00 	21126.00 	20885.00 	21354.00 	21247.00 	20957.00 	20693.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH03	: 	: 	: 	: 	: 	: 	12383.00 	12117.00 	11835.00 	11618.00 	11414.00 	11430.00 	11484.00 	11268.00 	11243.00 	10675.00 	10728.00 	10637.00 	10473.00 	10451.00 	10315.00 	10305.00 	10420.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH04	: 	: 	: 	: 	: 	: 	18057.00 	17796.00 	17442.00 	17414.00 	17128.00 	16653.00 	16789.00 	16685.00 	16564.00 	16247.00 	15922.00 	15747.00 	15654.00 	15471.00 	15050.00 	14759.00 	14780.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH05	: 	: 	: 	: 	: 	: 	15415.00 	15348.00 	15319.00 	15076.00 	14987.00 	14965.00 	14898.00 	14790.00 	14682.00 	14520.00 	14780.00 	14737.00 	14771.00 	14760.00 	14400.00 	14507.00 	14602.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH06	: 	: 	: 	: 	: 	: 	9573.00 	9455.00 	9429.00 	9283.00 	8987.00 	8791.00 	8732.00 	8746.00 	8737.00 	8634.00 	8912.00 	8762.00 	8591.00 	8509.00 	8498.00 	8459.00 	8659.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CH07	: 	: 	: 	: 	: 	: 	4189.00 	4171.00 	4156.00 	4168.00 	4190.00 	4192.00 	4113.00 	4074.00 	3969.00 	4018.00 	4088.00 	4076.00 	3961.00 	3951.00 	3940.00 	4045.00 	4189.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CY	: 	: 	3535.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ	: 	75174.00 	74208.00 	73427.00 	72834.00 	72013.00 	69964.00 	68995.00 	68012.00 	66417.00 	65657.00 	65288 b	68321.00 	68811.00 	69880 b	69507.00 	68887.00 	: 	: 	: 	: 	65102.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ01	: 	: 	: 	: 	: 	: 	4846.00 	4614.00 	4722.00 	4622.00 	4552.00 	4554.00 	4038.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ02	: 	: 	: 	: 	: 	: 	9589.00 	9146.00 	8986.00 	8536.00 	8458.00 	8306.00 	8035.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ03	: 	: 	: 	: 	: 	: 	9036.00 	8833.00 	8688.00 	8721.00 	8494.00 	8547.00 	8363.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ04	: 	: 	: 	: 	: 	: 	9559.00 	9998.00 	10307.00 	9915.00 	9766.00 	9812.00 	9778.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ05	: 	: 	: 	: 	: 	: 	10151.00 	10136.00 	9461.00 	9564.00 	9377.00 	9207.00 	9179.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ06	: 	: 	: 	: 	: 	: 	11550.00 	11537.00 	11310.00 	10853.00 	10710.00 	10747.00 	10714.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ07	: 	: 	: 	: 	: 	: 	10411.00 	10085.00 	10024.00 	9938.00 	9885.00 	9696.00 	9660.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,CZ08	: 	: 	: 	: 	: 	: 	8525.00 	8639.00 	8570.00 	8511.00 	8619.00 	8580.00 	8554.00 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE	: 	: 	969553.00 	: 	952367.00 	: 	928939.00 	: 	902882.00 	: 	875549.00 	: 	845007.00 	: 	799059.00 	: 	757186.00 	: 	713195.00 	: 	674292.00 	: 	645456.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE1	: 	: 	: 	: 	: 	: 	108005.00 	: 	106233.00 	: 	103745.00 	: 	101297.00 e	: 	95238.00 	: 	86587.00 	: 	81328.00 	: 	72806.00 	: 	71907.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE2	: 	: 	: 	: 	: 	: 	134772.00 	: 	132948.00 	: 	128922.00 	: 	125538.00 e	: 	120437.00 	: 	114660.00 	: 	108414.00 	: 	101791.00 	: 	92000.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE3	: 	: 	: 	: 	: 	: 	34813.00 	: 	33854.00 	: 	33850.00 	: 	33665.00 e	: 	32412.00 	: 	30599.00 	: 	29569.00 	: 	28470.00 	: 	26755.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE4	: 	: 	: 	: 	: 	: 	29007.00 	: 	27716.00 	: 	26147.00 	: 	24909.00 e	: 	22909.00 	: 	21540.00 	: 	20109.00 	: 	19198.00 	: 	18541.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE5	: 	: 	: 	: 	: 	: 	7571.00 	: 	7330.00 	: 	7319.00 	: 	: e	: 	6498.00 	: 	6167.00 	: 	5548.00 	: 	5118.00 	: 	4873.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE6	: 	: 	: 	: 	: 	: 	18478.00 	: 	19157.00 	: 	18611.00 	: 	17656.00 e	: 	16064.00 	: 	15479.00 	: 	15264.00 	: 	15587.00 	: 	14922.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE7	: 	: 	: 	: 	: 	: 	62643.00 	: 	59611.00 	: 	56454.00 	: 	53857.00 e	: 	50139.00 	: 	47561.00 	: 	45283.00 	: 	43923.00 	: 	42564.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE8	: 	: 	: 	: 	: 	: 	21720.00 	: 	20975.00 	: 	20278.00 	: 	19038.00 e	: 	17810.00 	: 	16528.00 	: 	15601.00 	: 	14661.00 	: 	14515.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DE9	: 	: 	: 	: 	: 	: 	109431.00 	: 	107618.00 	: 	102043.00 	: 	96116.00 e	: 	90153.00 	: 	86083.00 	: 	79148.00 	: 	73988.00 	: 	69867.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DEA	: 	: 	: 	: 	: 	: 	187570.00 	: 	181670.00 	: 	179470.00 	: 	175329.00 e	: 	167777.00 	: 	161083.00 	: 	156066.00 	: 	151053.00 	: 	147627.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DEB	: 	: 	: 	: 	: 	: 	44864.00 	: 	43275.00 	: 	41516.00 	: 	40179.00 e	: 	37245.00 	: 	35669.00 	: 	34174.00 	: 	32084.00 	: 	31095.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DEC	: 	: 	: 	: 	: 	: 	13003.00 	: 	12498.00 	: 	12054.00 	: 	12068.00 e	: 	11873.00 	: 	11094.00 	: 	10243.00 	: 	8785.00 	: 	9037.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DED	: 	: 	: 	: 	: 	: 	55266.00 	: 	51741.00 	: 	50492.00 	: 	48124.00 e	: 	45924.00 	: 	43413.00 	: 	39817.00 	: 	36154.00 	: 	34467.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,NRCBED,DEE	: 	: 	: 	: 	: 	: 	32827.00 	: 	31120.00 	: 	29349.00 	: 	27599.00 e	: 	25658.00 	: 	23773.00 	: 	21831.00 	: 	20615.00 	: 	19620.00 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
